# time,message_loops * LIMIT + total_messages
0,0
0,0
21,44
42,86
63,128
84,260
105,472
126,720
147,990
168,1284
189,1592
210,1944
231,2340
252,2718
273,3162
294,3586
315,3904
336,4240
357,4588
378,4956
399,5362
420,5848
441,6312
462,6776
462,6776
483,7318
504,7828
525,8318
546,8758
567,9188
588,9688
609,10176
630,10662
630,10662
651,11152
672,11746
693,12472
714,13382
735,14612
756,15904
756,15904
777,17310
798,18726
819,20124
840,21606
861,23232
882,24884
903,26468
924,27726
945,29124
966,30548
987,31940
1008,33512
1008,33512
1029,35050
1050,36708
1071,38748
1092,40888
1113,42764
1134,44598
1155,46482
1176,48304
1197,50112
1218,51958
1239,53866
1260,55676
1281,57176
1302,58828
1302,58828
1323,60452
1344,62100
1365,63902
1386,65602
1407,67566
1428,69792
1449,72200
1449,72200
1470,74444
1491,76794
1491,76794
1512,79228
1533,81524
1554,83850
1575,86092
1596,88204
1617,90228
1638,92056
1659,94036
1680,96052
1701,98234
1701,98234
1722,100436
1743,102498
1764,104714
1785,107088
1806,109666
1827,111982
1848,114242
1869,116616
1890,118892
1911,121174
1932,123406
1953,125426
1974,127448
1995,129118
2016,130794
2037,132562
2037,132562
2058,134372
2079,136232
2100,138162
2121,140240
2142,142636
2163,145284
2184,147846
2205,150348
2226,152832
2247,155192
2268,157502
2289,159744
2289,159744
2310,161914
2331,164038
2352,166030
2373,168002
2394,170096
2394,170096
2415,172240
2436,174454
2457,176756
2478,179032
2478,179032
2499,181518
2520,184280
2541,186990
2562,189484
2583,192020
2604,194402
2625,196726
2646,198854
2646,198854
2667,200948
2688,203002
2709,204900
2730,206708
2751,208612
2772,210620
2793,212652
2814,214890
2835,217156
2835,217156
2856,219710
2877,222356
2898,224866
2919,227080
2940,229268
2961,231300
2982,233410
3003,235448
3024,237418
3045,239238
3045,239238
3066,241020
3087,242688
3108,244350
3129,246042
3150,247722
3171,249466
3192,251224
3213,253302
3234,255712
3255,258242
3255,258242
3276,260530
3297,262760
3318,265100
3339,267408
3360,269612
3381,271792
3402,273870
3423,275758
3444,277554
3465,279358
3486,281138
3507,282964
3528,285032
3528,285032
3549,287164
3570,289430
3591,291866
3612,294486
3633,296830
3654,299108
3675,301254
3696,303400
3717,305614
3738,307770
3759,309956
3759,309956
3780,312038
3801,313972
3822,315848
3843,317714
3864,319494
3885,321452
3885,321452
3906,323412
3927,325620
3948,328234
3969,331120
3990,333872
3990,333872
4011,336526
4032,339054
4032,339054
4053,341548
4074,344040
4095,346440
4116,348624
4137,350574
4158,352174
4179,353754
4200,355446
4221,357308
4242,359232
4263,361242
4284,363238
4305,365540
4326,368156
4326,368156
4347,370476
4368,372744
4368,372744
