# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
210.8545969084363,1696
421.673541406118,8244
632.573874129441,20762
843.4996077965686,39108
1054.419916409784,63408
1265.35448260325,93416
1476.285370498615,129388
1687.218495884694,171346
1898.155647037455,219208
2109.093091558423,273078
2320.006981371802,332236
2530.929048693303,397284
2741.854810965674,468540
2952.779047507362,546362
3163.715699318005,630056
3374.643338539971,719328
3585.580534893937,814506
3796.51701371875,915652
4007.4539423888,1022610
4218.387475374322,1135396
4429.324405976997,1254074
4640.257082557114,1378624
4851.189794088261,1508904
5062.120324144523,1645062
5273.055362976937,1787058
5483.99224649138,1934674
5694.929048689738,2087664
5905.86589068009,2246614
6116.799054884482,2411372
6327.732860319624,2582048
6477.540204025881,2706764
6477.540204025881,2706764
