# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
1,4
1,4
2,6
3,8
4,10
5,12
6,14
7,16
7,16
8,18
9,20
9,20
10,22
10,22
12,22
12,22
13,28
14,30
14,30
15,32
16,34
17,36
17,36
18,38
18,38
19,40
20,42
21,44
21,44
23,44
24,50
25,52
25,52
26,54
26,54
27,56
27,56
28,58
28,58
29,60
30,62
31,64
32,66
32,66
34,66
35,72
35,72
36,74
36,74
37,76
37,76
38,78
38,78
39,80
39,80
40,82
40,82
41,84
41,84
42,86
42,86
43,88
43,88
45,88
45,88
46,94
47,96
47,96
48,98
49,100
49,100
50,102
50,102
51,104
52,106
52,106
53,108
53,108
54,110
56,110
56,110
57,116
58,118
58,118
59,120
59,120
60,122
60,122
61,124
62,126
62,126
63,128
63,128
64,130
64,130
65,132
67,132
67,132
68,138
68,138
69,140
70,142
70,142
71,144
72,146
72,146
73,148
73,148
74,150
74,150
75,152
75,152
76,154
78,154
79,160
79,160
80,162
80,162
81,164
81,164
82,166
82,166
83,168
83,168
84,170
85,172
85,172
86,176
86,176
87,178
87,178
88,180
88,180
89,182
89,182
90,184
91,186
91,186
92,188
92,188
93,190
93,190
94,192
95,194
95,194
97,194
97,194
98,200
98,200
99,202
99,202
100,204
100,204
101,206
101,206
102,208
102,208
103,210
103,210
104,212
104,212
105,214
106,220
106,220
107,222
107,222
108,228
108,228
109,230
109,230
110,232
110,232
111,234
111,234
112,236
112,236
113,238
113,238
114,240
114,240
115,242
116,244
116,244
117,246
119,246
119,246
120,252
120,252
121,254
121,254
122,256
122,256
123,258
123,258
124,260
124,260
125,262
126,264
126,264
127,266
127,266
128,268
128,268
130,268
131,274
131,274
132,276
132,276
133,278
133,278
134,280
134,280
135,282
135,282
136,284
136,284
137,286
137,286
138,288
138,288
139,292
140,294
140,294
141,296
141,296
142,298
142,298
143,300
143,300
144,302
144,302
145,304
145,304
146,306
147,308
148,310
148,310
150,310
150,310
151,316
151,316
152,318
153,320
153,320
154,322
154,322
155,324
155,324
156,326
157,328
158,330
158,330
159,332
159,332
161,332
161,332
162,338
162,338
163,340
164,342
164,342
165,344
165,344
166,346
167,348
167,348
168,350
168,350
169,352
170,354
170,354
172,354
172,354
173,360
173,360
174,362
175,364
175,364
176,366
176,366
177,368
177,368
178,372
178,372
179,374
180,376
180,376
181,378
181,378
182,380
182,380
183,382
184,384
184,384
185,386
186,388
186,388
187,390
187,390
189,390
189,390
190,396
190,396
191,398
191,398
192,400
192,400
193,402
193,402
194,404
194,404
195,406
196,408
196,408
197,414
197,414
198,418
198,418
199,420
199,420
200,426
200,426
201,430
202,434
202,434
203,438
203,438
