# time,message_loops * LIMIT + total_messages
0,0
0,0
206,1522
412,17446
412,17446
618,54672
824,96140
1030,137054
1030,137054
1236,177416
1442,217232
1648,257122
1854,297516
2060,338434
2060,338434
2266,378806
2472,418472
2678,458206
2884,497014
3090,536466
3296,576112
3502,616444
3708,657314
3914,698202
4120,739388
4326,780400
4532,821130
4738,861094
4944,900858
5150,940512
5356,980228
5562,1020274
5768,1060344
5974,1100380
6180,1140786
6386,1181176
6592,1221906
6798,1261962
7004,1301480
7210,1340720
7416,1380552
7622,1420654
7828,1460756
8034,1500030
8240,1538658
8446,1577718
8652,1617310
8858,1657928
9064,1699124
9270,1740030
9476,1780444
9682,1819998
9888,1859360
10094,1898448
10300,1937346
10300,1937346
10506,1976454
10506,1976454
10712,2015566
10918,2055014
11124,2095310
11124,2095310
11330,2135598
11536,2175540
11742,2214554
11948,2253280
12154,2292388
12360,2332306
12566,2372484
12772,2411856
12978,2450374
13184,2488214
13390,2527540
13596,2567616
13802,2608730
14008,2649952
14214,2691384
14420,2732380
14626,2773148
14626,2773148
14832,2813824
15038,2854554
15038,2854554
15244,2895362
15450,2936102
15656,2977044
15862,3018032
16068,3058344
16274,3097930
16480,3137106
16686,3175654
16892,3214898
17098,3254274
17304,3294244
17510,3334448
17716,3374936
17922,3415890
18128,3457090
18334,3498626
18540,3540272
18746,3581870
18952,3623488
19158,3665090
19364,3706700
19570,3747966
19776,3788352
19982,3828376
20188,3868094
20394,3908870
20600,3949446
20600,3949446
20806,3990224
21012,4029864
21218,4069638
21424,4108598
21630,4147720
21836,4187270
21836,4187270
22042,4227058
22042,4227058
22248,4267790
22454,4308580
22660,4349554
22866,4390530
23072,4431606
23278,4471580
23484,4511424
23690,4550888
23896,4590704
24102,4630544
24308,4670542
24514,4710606
24720,4750998
24926,4791410
25132,4832318
25132,4832318
25338,4872564
25544,4912214
25750,4951494
25956,4991642
26162,5031526
26368,5071644
26574,5111216
26780,5149922
26986,5188484
27192,5227952
27398,5268078
27604,5309292
27810,5350242
28016,5390582
28222,5430156
28428,5469590
28634,5508900
28840,5548198
29046,5587132
29046,5587132
29252,5626024
29458,5665480
29664,5705856
29870,5746022
30076,5786064
30282,5825332
30488,5864174
30694,5903090
30900,5942988
31106,5983206
31312,6022870
31518,6061888
31724,6100162
31930,6139382
32136,6179160
32342,6219808
32548,6261000
32754,6302272
32960,6343514
32960,6343514
33166,6384296
33372,6425054
33578,6465298
33578,6465298
33784,6505696
33990,6546478
34196,6586946
34402,6627932
34608,6668492
34814,6708222
35020,6747646
35226,6786550
35432,6825814
35638,6864980
35844,6905032
36050,6945518
36256,6985880
36256,6985880
36462,7026642
36668,7067602
36668,7067602
