# time,message_loops * LIMIT + total_messages
0,0
0,0
2,6
4,10
6,14
8,18
10,22
12,26
14,30
16,34
18,38
20,42
22,44
22,44
24,50
26,54
28,58
30,62
32,66
34,70
36,74
38,78
40,82
42,86
44,88
44,88
46,94
48,98
50,102
52,106
54,110
56,114
56,114
58,126
60,134
62,142
64,150
66,158
68,166
70,174
72,182
74,190
76,198
78,202
78,202
80,220
80,220
82,240
84,264
86,284
88,304
90,328
92,354
94,378
96,402
98,426
100,444
100,444
102,472
104,496
106,536
108,574
110,610
112,652
112,652
114,700
116,742
118,790
118,790
120,842
122,890
124,934
126,980
128,1030
130,1082
132,1128
134,1182
136,1244
138,1300
140,1352
142,1420
144,1476
146,1538
146,1538
148,1602
150,1668
152,1734
154,1806
156,1882
158,1958
160,2038
162,2108
164,2198
166,2268
166,2268
168,2366
170,2460
172,2556
174,2640
176,2740
178,2828
180,2924
182,3026
184,3114
186,3218
188,3310
190,3412
192,3516
194,3620
196,3714
196,3714
198,3816
200,3916
202,4022
204,4146
206,4252
208,4370
210,4472
212,4602
212,4602
214,4726
216,4858
218,4986
220,5118
222,5248
224,5406
224,5406
226,5560
226,5560
228,5714
230,5884
232,6028
234,6202
236,6378
236,6378
238,6548
240,6724
242,6916
244,7088
246,7270
248,7458
250,7684
252,7892
254,8106
256,8330
258,8544
260,8764
260,8764
262,8994
264,9230
266,9454
268,9696
270,9920
272,10190
274,10438
276,10692
278,10960
280,11224
282,11488
284,11754
286,12030
288,12300
290,12578
290,12578
292,12840
292,12840
294,13134
296,13400
296,13400
298,13686
300,13984
300,13984
302,14272
304,14566
304,14566
306,14882
308,15192
310,15494
312,15798
314,16088
316,16410
318,16704
318,16704
320,17004
322,17326
324,17656
324,17656
326,17956
328,18286
330,18616
332,18934
334,19252
336,19592
338,19946
340,20282
342,20618
344,20962
346,21310
348,21646
350,22000
352,22352
354,22698
356,23048
358,23396
360,23762
362,24118
364,24470
366,24824
368,25196
370,25546
370,25546
372,25918
374,26290
376,26648
378,27012
380,27370
382,27748
384,28108
386,28466
388,28824
388,28824
390,29206
392,29560
392,29560
394,29936
396,30312
398,30674
400,31038
402,31404
404,31794
406,32164
408,32528
410,32896
412,33278
414,33632
416,34016
418,34396
420,34764
422,35130
422,35130
424,35498
426,35886
428,36256
430,36620
432,36988
434,37370
436,37732
438,38122
438,38122
440,38504
442,38878
444,39256
446,39632
446,39632
448,40028
450,40406
452,40776
454,41154
456,41540
458,41910
460,42328
462,42718
464,43098
464,43098
466,43484
466,43484
468,43862
470,44270
472,44658
474,45034
474,45034
476,45420
478,45814
478,45814
480,46178
482,46596
484,46986
486,47366
488,47752
490,48130
492,48538
494,48926
496,49302
498,49688
500,50082
502,50446
504,50864
506,51254
508,51642
510,52032
512,52414
514,52836
516,53232
518,53620
520,54010
522,54414
524,54780
526,55210
528,55604
530,55998
532,56390
534,56772
536,57192
538,57588
540,57984
542,58378
544,58786
546,59156
548,59590
550,59984
552,60386
554,60782
556,61172
558,61592
560,61990
562,62384
564,62778
566,63186
568,63556
570,63990
572,64384
574,64786
576,65182
578,65572
580,65992
582,66390
584,66784
586,67178
586,67178
588,67586
590,67956
590,67956
592,68390
594,68784
596,69186
598,69582
600,69972
602,70392
604,70790
606,71184
606,71184
608,71578
610,71986
612,72356
614,72790
616,73184
618,73586
618,73586
620,73982
622,74372
624,74792
626,75190
628,75584
630,75978
631,76178
631,76178
