# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
17,36
34,72
51.49019949627109,124
69,196
86.49019949627109,300
104,460
121.4901994962711,668
121.4901994962711,668
139,914
156.4968624257696,1214
174,1546
174,1546
191.4968624257696,1928
208.9999999999996,2342
226.4968624257688,2802
226.4968624257688,2802
244.0305361590745,3298
261.4968624257692,3832
279.0305361590794,4410
296.4968624257771,5036
314.0305361590873,5696
314.0305361590873,5696
331.58585155845,6396
349.1572900723014,7124
366.7121602338209,7914
384.2465972103048,8736
401.7248277316446,9634
419.2969151843371,10546
436.8329413470177,11510
436.8329413470177,11510
454.383695040718,12516
471.9463217338421,13562
489.4968624258071,14648
507.0305361591132,15756
524.5858515584721,16944
542.1572900723195,18146
542.1572900723195,18146
559.724827731653,19422
577.2969151843436,20714
594.8329413470221,22062
612.3836950407219,23404
629.946321733846,24788
647.4968624258101,26226
664.9887884564265,27680
682.4968624258091,29190
699.9887884564217,30734
717.5190322331154,32330
734.9887884564137,33942
752.5662016514073,35634
770.138639872161,37344
787.7121602338168,39102
805.2794692045528,40846
822.8551264986575,42638
840.3836950406985,44448
857.9463217338176,46318
875.5190322330916,48250
893.0440295485859,50180
910.5925034027306,52182
928.1598622159394,54210
945.7248277316075,56302
963.2794692045238,58414
980.8551264986244,60610
998.4331568229553,62822
1015.988788456357,65092
1033.566201651351,67422
1051.138639872102,69758
1051.138639872102,69758
1068.712160233757,72170
1086.279469204494,74596
1103.8551264986,77102
1121.433156822937,79612
1138.988788456347,82184
1156.566201651345,84804
1174.099599990313,87458
1191.653358249467,90194
1209.222068431784,92926
1226.724827731577,95756
1244.291821459179,98582
1261.864481935495,101482
1279.439206593177,104434
1297.00037056869,107400
1314.575405714763,110444
1332.146526803582,113460
1349.722105494541,116572
1367.29182145923,119700
1384.864481935551,122882
1402.43920659323,126096
1420.000370568739,129306
1437.575405714808,132592
1455.146526803627,135906
1472.722105494586,139282
1490.291821459275,142650
1507.864481935594,146086
1525.439206593272,149570
1543.003338077457,153086
1560.57540571485,156608
1578.146526803668,160142
1595.722105494626,163728
1613.291821459315,167358
1630.864481935631,171042
1648.439206593309,174756
1666.003338077491,178522
1683.575405714884,182322
1701.1465268037,186150
1718.722105494654,190068
1736.298998219775,193982
1753.876469814482,197964
1771.45414307471,201986
1789.003338077512,206032
1806.575405714905,210150
1824.146526803716,214252
1841.722105494663,218436
1859.298998219777,222600
1876.876469814477,226802
1894.454143074699,231026
1912.003338077493,235258
1929.575405714881,239520
1947.146526803693,243806
1964.722105494643,248152
1982.29899821976,252544
1999.876469814467,256992
2017.45414307469,261468
2035.003338077485,265964
2052.575405714874,270508
