# time,current_number_bots
0,0
0,0
86.36340940847961,0
86.36340940847961,0
86.95499781856282,1
86.95499781856282,1
120.3526937903389,1
120.3526937903389,1
121.3643236734154,2
121.3643236734154,2
136.1312920804685,2
136.1312920804685,2
137.1254126451452,3
137.1254126451452,3
147.313497391685,3
147.313497391685,3
148.4090709767504,4
148.4090709767504,4
153.5205896121378,4
153.5205896121378,4
154.5525820294513,5
154.5525820294513,5
156.099791535137,5
156.099791535137,5
157.2695254997264,6
157.2695254997264,6
175.4084197277695,6
175.4084197277695,6
176.5557922547863,7
176.5557922547863,7
180.3453442293153,7
180.3453442293153,7
180.9999999999999,9
181.4479059720318,8
183.1941410548515,8
183.1941410548515,8
184.2319304866334,9
184.2319304866334,9
190.9048117157388,9
190.9048117157388,9
191.9640612150631,11
191.9640612150631,11
199.9935692335785,11
199.9935692335785,11
200.9265964934228,12
200.9265964934228,12
202.7898820487849,12
202.7898820487849,12
203.93109941516,13
203.93109941516,13
205.6463033025422,13
205.6463033025422,13
206.730275930806,14
206.730275930806,14
208.6895734982192,14
208.6895734982192,14
209.7411818058233,15
209.7411818058233,15
210.9999999999071,15
210.9999999999977,15
212.0984565392365,16
212.0984565392365,16
217.0278128046761,16
217.0278128046761,16
218.0949578860011,19
218.0949578860011,19
225.7629406115319,19
225.7629406115319,19
226.9190403961887,21
226.9190403961887,21
234.3846067732484,21
234.3846067732484,21
235.3827569039758,22
235.3827569039758,22
245.881395534773,22
245.881395534773,22
246.9999999999999,23
246.9999999999999,23
249.9003209998705,23
249.9003209998705,23
250.9517750371671,25
250.9517750371671,25
252.0899766931473,26
252.0899766931473,26
257.1910543011426,26
257.1910543011426,26
258.2555003583656,27
258.2555003583656,27
261.7681958826983,27
261.7681958826983,27
262.7477595277031,29
262.7477595277031,29
263.8539078019663,30
263.8539078019663,30
272.3551780541405,30
272.3551780541405,30
273.5100944976951,31
273.5100944976951,31
274.6588832621649,32
274.6588832621649,32
275.8159151312851,33
275.8159151312851,33
279,33
280.1443850975019,32
280.1443850975019,32
281.3030126846361,33
281.3030126846361,33
282.4361311666692,34
282.4361311666692,34
284.5025538183552,34
284.5025538183552,34
285.6360899840062,35
285.6360899840062,35
286.9284187924367,35
286.9284187924367,35
288.003687802377,36
288.003687802377,36
289.1687074807475,35
289.1687074807475,35
290.2975101008976,36
290.2975101008976,36
302.8414553610308,36
302.8414553610308,36
304.0029943762938,37
304.0029943762938,37
305.4883256308735,37
305.4883256308735,37
306.6338617730349,38
306.6338617730349,38
307.7550416128444,39
307.7550416128444,39
310.0458390158103,39
310.0458390158103,39
311.1878712255555,40
311.1878712255555,40
313.482433809686,40
313.482433809686,40
314.6412562844554,42
