# time,message_loops * LIMIT + total_messages
0,0
0,0
206,3860
412,28436
618,67088
824,107462
1030,147594
1236,187152
1442,226810
1648,266804
1854,306954
2060,347342
2266,388062
2472,428570
2678,468948
2884,508930
3090,549224
3296,589672
3502,630884
3708,671920
3914,712728
3914,712728
4120,753486
4326,794178
4532,834976
4738,875764
4944,916222
5150,956710
5356,996716
5562,1036994
5768,1077452
5974,1118244
6180,1159458
6386,1200632
6592,1241846
6798,1283058
7004,1324256
7210,1365442
7210,1365442
7416,1406468
7622,1447256
7828,1488038
8034,1528826
8240,1570016
8446,1611226
8652,1652400
8858,1693420
9064,1734214
9270,1774748
9476,1815110
9682,1855822
9888,1896540
10094,1937326
10300,1977838
10506,2017512
10712,2057486
10918,2096766
11124,2136916
11330,2177168
11536,2217462
11742,2257830
11948,2298240
12154,2339336
12360,2380116
12566,2420908
12566,2420908
12772,2461608
12978,2501996
13184,2542340
13184,2542340
13390,2582842
13596,2623456
13802,2663818
14008,2704204
14214,2744376
14420,2784544
14626,2824498
14832,2865082
15038,2906004
15244,2946806
15450,2987564
15656,3028370
15862,3069342
16068,3110114
16274,3150918
16480,3191928
16686,3233124
16892,3274314
17098,3315420
17304,3356086
17510,3396472
17716,3436518
17922,3476958
18128,3517754
18334,3558508
18540,3599186
18746,3639562
18952,3680210
19158,3720618
19364,3761006
19570,3801376
19776,3842084
19982,3883192
20188,3924040
20394,3964832
20600,4005248
20806,4045322
21012,4085214
21218,4124936
21424,4164826
21630,4204880
21836,4244900
22042,4284550
22248,4324498
22454,4364794
22660,4405394
22866,4446164
22866,4446164
23072,4486980
23278,4527830
23484,4569024
23690,4610222
23896,4651180
24102,4691686
24102,4691686
24308,4732060
24514,4772422
24720,4813100
24926,4853884
25132,4894656
25338,4935140
25544,4975764
25750,5015388
25956,5055132
26162,5095034
26368,5135534
26574,5175908
26780,5216272
26986,5256376
27192,5296956
27398,5337088
27604,5377264
27810,5417722
28016,5458418
28222,5499198
28222,5499198
28428,5539984
28634,5580828
28840,5622034
29046,5663224
29252,5704416
29252,5704416
29458,5745622
29664,5786810
29664,5786810
29870,5827658
30076,5868436
30282,5909230
30488,5950326
30694,5991524
30900,6032582
31106,6073232
31312,6113598
31518,6154110
31724,6194924
31930,6236122
31930,6236122
32136,6277338
32342,6318534
32548,6359638
32754,6400416
32960,6441202
33166,6481542
33166,6481542
33372,6521928
33578,6562008
33784,6602436
33990,6643228
34196,6684010
34402,6724972
34608,6766172
34814,6807152
35020,6847328
35226,6887094
35432,6926650
35638,6966736
35844,7007512
36050,7048650
36256,7089858
36462,7131062
36668,7172270
36668,7172270
36874,7213466
37080,7254674
37286,7295764
37492,7336290
