# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
2949.493501614965,359202
2950.954886429503,359504
2952.415905086483,359778
2953.8778577848,360064
2955.332253054282,360344
2956.790722310214,360648
2958.244846992191,360918
2958.244846992191,360918
2959.694141419562,361212
2961.139284925227,361508
2962.599664223143,361782
2964.040983952134,362082
2965.493501614947,362348
2966.954886429485,362658
2968.415905086464,362916
2969.877857784779,363208
2971.33225305426,363488
2972.790722310191,363792
2974.248031220218,364062
2975.694141419536,364350
2977.139284925201,364630
2978.599664223117,364932
2980.040983952107,365222
2981.493501614919,365500
2982.954886429456,365796
2984.415905086435,366066
2985.87785778475,366356
2987.332253054231,366636
2988.790722310161,366946
2990.248031220189,367216
2991.694141419507,367506
2993.143003541079,367792
2994.606181345202,368094
2996.040983952078,368382
2997.49350161489,368654
2998.954886429427,368948
3000.415905086405,369248
3001.877857784721,369532
3003.337092085176,369828
3004.790722310132,370128
3006.24803122016,370400
3007.694141419478,370700
3009.143003541049,370988
3010.606181345173,371284
3012.040983952049,371580
3012.040983952049,371580
3013.493501614862,371862
3014.954886429399,372162
3016.415905086379,372460
3017.877857784694,372750
3019.33709208515,373036
3020.790722310107,373332
3020.790722310107,373332
3022.248031220135,373632
3023.694141419453,373924
3025.147003499788,374228
3026.606181345151,374528
3028.040983952027,374822
3029.493501614841,375120
3029.493501614841,375120
3030.954886429379,375424
3032.415905086359,375712
3033.877857784675,376008
3035.337092085132,376308
3036.790722310089,376602
3038.248031220119,376906
3039.694141419438,377196
3041.147003499773,377492
3042.606181345136,377802
3044.040983952013,378098
3045.493501614826,378384
3046.954886429364,378692
3048.415905086345,378990
3049.877857784661,379280
3051.337092085118,379586
3052.790722310075,379888
3054.248031220104,380176
3055.694141419423,380484
3055.694141419423,380484
3057.147003499759,380786
3058.606181345122,381094
3060.040983951998,381400
3061.493501614812,381686
3062.95488642935,381988
3062.95488642935,381988
3064.41590508633,382290
3064.41590508633,382290
3065.877857784646,382590
3065.877857784646,382590
3067.337092085103,382896
3068.790722310061,383210
3070.248031220091,383498
3071.694141419411,383816
3073.147003499747,384118
3074.60618134511,384428
3076.040983951988,384736
3077.493501614802,385024
3078.952418711523,385334
3080.395800323291,385636
3080.395800323291,385636
3081.851895124632,385940
3083.315065780186,386236
3084.778557595345,386550
3086.23141716945,386856
3087.694141419403,387162
3089.147003499739,387472
3089.147003499739,387472
3090.606181345102,387778
3092.04098395198,388082
3093.493501614794,388384
3094.952418711516,388704
3096.395800323284,389004
3097.851895124624,389308
3099.315065780179,389606
3100.778557595339,389922
3102.231417169445,390238
3103.694141419398,390546
3105.147003499735,390858
3106.606181345099,391178
3108.040983951977,391490
3109.493501614792,391792
3110.952418711513,392112
3112.395800323281,392416
3113.851895124621,392712
3115.315065780176,393026
3116.778557595335,393348
3118.23141716944,393662
3119.694141419393,393982
3121.147003499729,394278
3122.606181345092,394602
3122.606181345092,394602
3124.04098395197,394914
3125.493501614784,395210
3126.952418711506,395536
3128.395800323274,395844
3129.851895124614,396158
3131.315065780169,396470
3132.778557595328,396788
3134.231417169433,397106
3135.694141419386,397428
3137.147003499722,397736
3138.606181345085,398058
3140.040983951963,398374
3141.493501614777,398690
3142.952418711498,399002
3144.395800323266,399322
3145.851895124606,399624
3147.315065780161,399928
3147.315065780161,399928
3148.77855759532,400258
3148.77855759532,400258
3150.231417169425,400574
3151.694141419378,400894
3153.147003499714,401226
3154.606181345077,401544
3156.040983951955,401878
3157.493501614769,402186
3158.952418711491,402506
3160.395800323259,402824
3161.851895124599,403132
3163.315065780154,403452
3164.778557595313,403770
3166.231417169418,404102
3167.694141419371,404420
3169.147003499706,404740
3170.606181345069,405064
3172.040983951946,405404
3173.49350161476,405710
3174.95241871148,406054
3174.95241871148,406054
3176.395800323248,406366
3177.851895124587,406688
3179.315065780142,407008
3180.778557595299,407326
3182.231417169404,407650
3183.694141419356,407980
3185.147003499692,408300
3186.606181345055,408626
3188.040983951931,408968
3188.040983951931,408968
3189.493501614745,409282
3190.952418711465,409614
3192.395800323233,409932
3193.851895124572,410264
3195.315065780127,410580
3196.778557595284,410924
3198.231417169389,411242
3199.694141419341,411578
3201.147003499677,411900
3202.60618134504,412224
