# time,current_number_bots
0,0
0,0
206,11
206,11
412,66
412,66
618,99
618,99
824,100
824,100
1030,97
1030,97
1289,97
1289,97
1495,95
1495,95
1701,97
1701,97
1915,97
1915,97
2121,98
2121,98
2327,95
2327,95
2533,96
2533,96
2739,93
2739,93
2945,95
2945,95
3201,95
3201,95
3407,97
3407,97
3613,98
3613,98
3867,98
3867,98
4073,99
4073,99
4429,99
4429,99
4635,96
4635,96
4841,95
4841,95
5094,95
5094,95
5396,95
5396,95
5602,96
5602,96
5944,96
5944,96
6150,98
6150,98
6356,97
6356,97
6664,97
6664,97
6870,96
6870,96
7076,94
7076,94
7282,96
7282,96
7499,96
7499,96
7705,97
7705,97
7911,95
7911,95
8117,91
8117,91
8323,94
8323,94
8529,95
8529,95
8735,98
8735,98
8941,99
8941,99
9147,98
9147,98
9391,98
9391,98
9597,95
9597,95
9803,94
9803,94
10053,94
10053,94
10259,93
10259,93
10465,95
10465,95
10671,93
10671,93
10877,95
10877,95
11083,97
11083,97
11324,97
11324,97
11530,95
11530,95
11736,93
11736,93
12011,93
12011,93
12217,95
12217,95
12423,96
12423,96
12629,95
12629,95
12835,93
12835,93
13041,90
13041,90
13247,94
13247,94
13453,95
13453,95
13659,99
13659,99
14098,99
14098,99
14304,98
14304,98
14776,98
14776,98
15435,98
15435,98
15641,99
15641,99
15847,98
15847,98
16053,96
16053,96
16259,95
16259,95
16465,93
16465,93
16671,94
16671,94
16985,94
16985,94
17191,96
17191,96
17397,97
17397,97
17657,97
17657,97
17863,99
17863,99
18158,99
18158,99
18364,100
18364,100
19456,100
19456,100
19662,97
19662,97
19889,97
19889,97
20095,95
20095,95
20301,98
20301,98
20507,97
20507,97
20713,98
20713,98
20919,95
20919,95
21125,96
21125,96
21331,93
21331,93
21537,94
21537,94
21743,95
21743,95
21949,96
21949,96
22155,98
22155,98
22567,98
22567,98
22875,98
22875,98
23081,97
23081,97
23287,96
23287,96
23493,95
23493,95
23736,95
23736,95
24004,95
24004,95
24210,96
24210,96
24506,96
24506,96
24712,97
24712,97
24944,97
24944,97
25264,97
25264,97
25470,96
25470,96
25676,94
25676,94
25882,97
25882,97
26088,96
26088,96
26294,97
26294,97
26500,95
26500,95
26706,92
26706,92
26912,93
26912,93
27118,95
27118,95
27324,96
27324,96
27530,99
27530,99
27736,98
27736,98
27942,97
27942,97
28148,95
28148,95
28354,94
28354,94
28613,94
28613,94
28819,93
28819,93
29025,94
29025,94
29231,92
29231,92
29437,97
29437,97
29696,97
29696,97
29935,97
29935,97
30141,95
30141,95
30347,94
30347,94
30553,93
30553,93
30759,95
30759,95
30965,97
30965,97
31171,95
31171,95
31377,94
31377,94
31583,92
