# time,message_loops * LIMIT + total_messages
0,0
0,0
2,6
4,10
6,14
8,18
10,22
12,26
14,30
16,34
16,34
18,38
20,42
20,42
22,44
22,44
24,50
26,54
26,54
28,58
30,62
32,66
32,66
34,70
36,74
38,78
40,82
42,86
44,88
44,88
46,94
48,98
50,102
52,106
54,110
56,114
58,118
58,118
60,122
62,126
64,130
66,132
66,132
68,138
70,142
72,146
74,150
76,154
78,158
80,162
82,166
82,166
84,178
84,178
86,186
88,194
90,202
92,210
94,218
96,226
98,234
100,242
102,250
104,254
104,254
106,266
108,274
110,282
110,282
112,290
114,298
116,306
118,314
120,330
122,342
124,354
126,364
126,364
128,384
130,408
132,434
134,458
136,482
138,504
140,528
142,556
144,594
146,626
148,666
150,702
152,734
152,734
154,770
154,770
156,810
158,852
160,890
162,930
164,972
166,1020
168,1076
170,1132
172,1176
174,1220
176,1260
178,1304
180,1342
182,1376
184,1412
186,1454
188,1500
190,1546
192,1598
194,1646
196,1690
198,1746
200,1816
202,1872
204,1940
204,1940
206,2006
208,2072
210,2140
212,2206
214,2266
216,2334
216,2334
218,2402
220,2478
222,2566
224,2652
226,2740
228,2832
230,2920
232,3002
234,3104
236,3190
238,3286
240,3380
242,3488
244,3582
246,3694
248,3802
250,3924
252,4038
254,4148
256,4266
258,4374
260,4496
262,4614
264,4744
266,4854
268,4982
270,5110
272,5240
274,5374
276,5518
278,5660
280,5790
282,5940
284,6076
286,6208
286,6208
288,6330
290,6468
292,6606
294,6746
296,6878
298,7014
300,7150
302,7296
304,7458
306,7608
308,7758
310,7916
312,8072
314,8248
316,8416
318,8574
320,8728
320,8728
322,8882
324,9056
326,9252
326,9252
328,9440
330,9624
330,9624
332,9814
334,9996
336,10190
336,10190
338,10390
340,10582
342,10762
344,10940
344,10940
346,11146
348,11340
350,11536
352,11722
354,11928
354,11928
356,12120
358,12328
360,12530
362,12740
364,12936
366,13124
366,13124
368,13340
370,13546
372,13754
374,13952
376,14172
378,14364
380,14574
382,14782
384,14990
386,15200
386,15200
388,15412
390,15638
392,15858
392,15858
394,16084
394,16084
396,16290
398,16508
400,16708
402,16932
404,17150
406,17360
408,17586
410,17800
410,17800
412,18040
414,18262
416,18492
418,18712
418,18712
420,18962
422,19188
424,19420
426,19654
428,19886
430,20126
430,20126
432,20354
432,20354
434,20604
436,20840
438,21060
440,21304
442,21570
444,21800
446,22048
448,22288
450,22510
450,22510
452,22748
454,22988
456,23248
458,23508
460,23754
462,24002
462,24002
464,24284
466,24540
468,24818
470,25088
472,25342
474,25596
476,25878
476,25878
478,26146
480,26410
482,26676
484,26940
484,26940
486,27206
488,27466
490,27746
492,28018
494,28300
496,28554
498,28846
