# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
17,36
17,36
34,70
34,70
51,106
68.38523158454336,168
85.38523158454336,236
102.769018872222,322
120,438
120,438
137.3852315845434,584
137.3852315845434,584
154.9527748532594,764
172.3852315845434,958
189.9527748532594,1190
189.9527748532594,1190
207.3852315845436,1452
224.9527748532601,1722
242.3852315845446,2024
259.9527748532611,2344
277.385231584545,2652
294.9247907252166,2970
312.385231584545,3332
312.385231584545,3332
329.9247907252166,3666
347.3549392740804,3990
364.9247907252171,4318
382.3549392740819,4688
399.9247907252191,5016
417.3549392740839,5358
434.8897048027144,5676
452.1278296287808,5968
469.6331686587658,6212
487.000000000001,6482
487.000000000003,6482
504.3996759685062,6766
521.7758462838477,7050
521.7758462838477,7050
539.0000000000032,7312
539.0000000000057,7312
556.4006985387925,7540
573.8310671164267,7780
591.4006985387937,8062
608.8310671164278,8368
608.8310671164278,8368
626.4006985387925,8704
626.4006985387925,8704
643.8310671164268,9076
661.4006985387932,9456
678.9551668938428,9860
696.4006985387939,10274
713.9551668938431,10670
731.5306971498885,11088
749.0950506414977,11494
766.5306971498886,11844
766.5306971498886,11844
784.0950506414957,12262
801.2335532668654,12666
818.7957386278628,13014
836.0950506414927,13308
853.0950506414922,13600
870.1919713472709,13892
870.1919713472709,13892
887.7133079787642,14212
905.2409846159155,14588
922.7957386278596,14976
940.2409846159157,15400
957.7957386278596,15844
975.2409846159151,16218
992.7718416337891,16582
1010.240984615915,16988
1027.737395690195,17356
1045.054822861641,17698
1062.572284965863,18056
1080.054822861634,18476
1097.572284965856,18910
1115.053830722364,19360
1132.572284965849,19830
1150.103336182409,20330
1167.633904189609,20832
1185.136399006578,21258
1202.633904189609,21720
1220.152833934525,22218
1237.633904189602,22652
1255.205217033559,23132
1272.633904189596,23540
1290.205217033559,23956
1307.6339041896,24372
1325.205217033566,24838
1342.633904189603,25302
1342.633904189603,25302
1360.205217033563,25780
1377.704978947068,26232
1395.20521703355,26710
1412.704978947052,27190
1430.205217033533,27686
1447.704978947036,28128
1465.136399006528,28618
1482.704978947027,29146
1500.161688232021,29652
1500.161688232021,29652
1517.704978947026,30166
1535.161688232022,30746
1552.704978947028,31350
1552.704978947028,31350
1570.161688232025,31966
1587.704978947032,32540
1605.161688232023,33032
1622.615730261064,33542
1640.161688232009,34048
1657.615730261054,34562
1675.15159674218,34996
1692.61573026105,35416
1710.15159674218,35806
1727.625556829116,36176
1745.151596742184,36532
1762.625556829115,36816
1780.151596742181,37016
1797.625556829112,37216
1815.138636825297,37432
1832.625556829114,37648
1850.138636825294,37908
1867.625556829107,38184
1885.138636825286,38466
