# time,current_number_bots
0,0
0,0
85,0
85,0
86,1
86,1
108,1
109,0
109,0
138,0
138,0
139,1
139,1
150,1
150,1
151,0
151,0
177,0
177,0
178,1
178,1
238,1
238,1
239,2
239,2
259.6589269004762,2
259.6589269004762,2
267.9267626018263,2
267.9267626018263,2
269,3
269,3
277,3
277,3
278,2
278,2
296.8912156662987,2
296.8912156662987,2
298,3
298,3
317.732735597874,3
317.732735597874,3
318.9999999999999,4
319,4
320.732735597874,4
320.732735597874,4
321.9999999999999,5
321.9999999999999,5
327.9490932455369,5
327.9490932455369,5
328.9999999999999,6
328.9999999999999,6
352.8912156662985,6
352.8912156662985,6
354.0974907323876,7
354.0974907323876,7
361.9345349853303,7
361.9345349853303,7
363.1590241778799,8
363.1590241778799,8
382.9345349853303,8
382.9345349853303,8
384.1796517959487,9
384.1796517959487,9
396.9999999999997,9
396.9999999999997,9
398.1796517959487,10
398.1796517959487,10
399.9999999999997,10
400,10
401.1796517959487,9
401.1796517959487,9
405.9999999999997,9
405.9999999999999,9
407.4049662607301,8
407.4049662607301,8
408.9999999999997,8
409,8
410.4049662607301,7
410.4049662607301,7
411.9345349853302,7
411.9345349853302,7
413.1796517959487,8
413.1796517959487,8
454.4049662607297,8
454.4049662607297,8
455.7456569764207,9
455.7456569764207,9
460.1590241778794,9
460.1590241778794,9
461.4049662607297,10
461.4049662607297,10
473.7156876955407,10
473.7156876955407,10
475.1796517959478,12
475.1796517959478,12
476.5116709824222,11
476.5116709824222,11
480.9999999999988,11
480.9999999999988,11
482.4049662607292,12
482.4049662607292,12
484.9999999999987,12
484.9999999999999,12
486.4049662607292,11
486.4049662607292,11
494.9999999999987,11
494.9999999999987,11
496.4049662607291,12
496.4049662607291,12
503.9999999999985,12
503.9999999999994,12
505.4049662607289,11
505.4049662607289,11
507.1590241778787,11
507.1590241778787,11
508.4938566464969,12
508.4938566464969,12
516.9999999999984,12
516.9999999999989,12
518.1796517959473,11
518.1796517959473,11
519.4938566464966,10
519.4938566464966,10
546.9999999999982,10
546.9999999999989,10
548.1796517959471,9
548.1796517959471,9
552.9999999999981,9
552.9999999999986,9
554.3379955079427,8
554.3379955079427,8
555.7561737385892,9
555.7561737385892,9
557.1796517959471,8
557.1796517959471,8
561.9999999999978,8
561.9999999999978,8
563.3379955079427,7
563.3379955079427,7
564.7561737385892,8
564.7561737385892,8
567.7156876955398,8
567.7156876955398,8
569.1796517959469,9
569.1796517959469,9
570.4484475522321,10
570.4484475522321,10
575.3379955079422,10
575.3379955079422,10
576.7561737385887,11
576.7561737385887,11
578.9999999999961,11
580.4484475522315,10
580.4484475522315,10
581.9999999999956,10
581.9999999999956,10
