# time,message_loops * LIMIT + total_messages
0,0
0,0
53,0
53,0
53,4
54,4
54,4
54,6
55,6
55,6
55,8
55,8
56,8
56,8
56,10
57,10
57,10
57,12
57,12
58,12
58,12
58,14
58,14
59,14
59,14
59,16
59,16
60,16
60,16
60,18
61,18
61,18
61,20
62,20
62,20
62,22
64,22
64,22
64,26
65,26
65,26
65,28
66,28
66,28
66,30
67,30
67,30
67,32
68,32
68,32
68,34
69,34
69,34
69,36
70,36
70,36
70,38
70,38
71,38
71,38
71,40
72,40
72,40
72,42
72,42
73,42
73,50
73,50
74,50
74,50
74,54
75,54
75,54
75,58
76,58
76,58
76,62
77,62
77,62
77,66
78,66
78,66
78,70
79,70
79,70
79,74
79,74
80,74
80,74
80,78
81,78
81,78
81,82
82,82
82,82
82,86
84,86
84,94
84,94
85,94
85,94
85,98
86,98
86,98
86,108
87,108
87,120
87,120
88,120
88,120
88,128
89,128
89,128
89,136
89,136
90,136
90,136
90,144
91,144
91,144
91,152
92,152
92,152
92,160
92,160
93,160
93,160
93,168
93,168
94,168
94,168
94,174
94,174
95,174
95,174
95,184
96,184
96,184
96,190
96,190
97,190
97,190
97,204
97,204
98,204
98,204
98,216
99,216
99,216
99,232
100,232
100,232
100,250
101,250
101,250
101,264
102,264
102,264
102,278
103,278
103,278
103,292
104,292
104,292
104,306
105,306
105,306
105,318
106,318
106,318
106,334
107,334
107,334
107,344
107,344
108,344
108,344
108,360
108,360
109,360
109,374
110,374
110,374
110,386
110,386
111,386
111,386
111,404
112,404
112,404
112,418
113,418
113,418
113,438
114,438
114,438
114,454
115,454
115,454
115,470
115,470
116,470
116,470
116,484
116,484
117,484
117,484
117,502
118,502
118,502
118,522
119,522
119,522
119,540
120,540
120,540
120,564
121,564
121,564
121,582
122,582
122,582
122,606
122,606
123,606
123,606
123,626
124,626
124,626
124,646
125,646
125,646
125,666
126,666
126,666
126,686
127,686
127,686
127,704
128,704
128,704
128,722
129,722
129,744
130,744
130,744
130,760
131,760
131,760
131,784
132,784
132,784
132,802
133,802
133,802
133,826
134,826
134,826
134,846
135,846
135,846
135,866
136,866
136,866
136,886
136,886
137,886
137,886
137,906
138,906
138,906
138,924
139,924
139,924
139,942
140,942
140,942
140,964
140,964
141,964
141,980
141,980
142,980
142,1008
142,1008
143,1008
143,1008
143,1034
144,1034
144,1034
144,1062
145,1062
145,1062
145,1086
146,1086
146,1086
146,1110
147,1110
147,1110
147,1134
148,1134
148,1134
148,1164
149,1164
149,1164
149,1188
149,1188
150,1188
150,1188
150,1214
151,1214
151,1214
151,1240
151,1240
152,1240
152,1240
152,1260
153,1260
153,1290
154,1290
154,1290
154,1316
155,1316
155,1316
