# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
1.325448980838798,6
2.712205497872108,10
3.830546859277436,16
4.544002762155632,22
5.991141832990596,28
7.112758037492657,34
7.853390714477772,36
8.625556431569184,38
9.502171730248282,40
10.50138673917207,44
11.70023252265344,48
13.10021304162035,54
14.45387083149481,58
15.47790729903582,68
16.05142754872295,70
17.03162170268561,72
17.69834221617284,76
19.1540153801624,80
20.09933782079523,84
21.08062955890117,86
21.08062955890117,86
22.45970764140865,92
23.10904042948303,94
24.03116332147536,96
25.04525744462652,102
26.29641753572208,108
27.35644619513472,116
28.31468820289877,118
29.12557205299084,120
30.33200996242907,124
31.77759071482502,140
33.1067365289203,150
34.4199767029173,158
35.55372342594651,168
37,182
37,182
38.37503541413526,192
39.58073317805451,202
40.96875133499175,210
42.39388626958412,222
43.08275166890162,230
44.02966354806908,234
45.15344941498768,240
46.207259248926,246
47.43906600862205,254
47.43906600862205,254
48.87928931571607,268
49.86809431280951,276
51.27032629857186,284
52.60663613150152,296
54.04168322711507,306
55.0835936391404,318
56.42996494626175,328
57.40512726585027,340
58.75454751329472,348
60.10414870446274,360
61.48132227530643,368
62.904149439347,386
64.32803791505441,404
65.585630785806,416
66.77500493286894,436
67.98470453740558,444
69.31322140477339,462
70.596848196759,474
72.05112679824539,488
73.50277940708939,506
74.87959886850999,522
76.15851759779724,540
76.15851759779724,540
77.51336880375442,556
78.69829561923621,572
79.92018413522096,590
81.09749528512764,602
82.30023201525192,614
83.50656542095784,628
84.68609930606112,654
86.12950478284921,672
87.3924497791708,688
88.78082763079203,706
88.78082763079203,706
90.19517240385345,722
91.53404206606149,738
92.79272182134098,758
94.16295458860485,778
95.52481190034213,798
96.92209416112594,808
98.27871120769862,830
98.27871120769862,830
99.69208346460093,850
99.69208346460093,850
101.0040625403867,874
102.4350638269129,894
103.8980545396595,916
105.2524736412848,938
106.6561501733444,954
108.1200905670474,982
109.5096507431299,1014
110.9282693653163,1050
112.2287790981497,1076
112.2287790981497,1076
113.6500304389731,1118
115.0948748381775,1146
116.4859706361366,1176
117.8856067819479,1206
119.331814689845,1234
120.4947698773414,1252
121.9462724360362,1276
121.9462724360362,1276
123.3481673593515,1308
124.6470860816936,1340
125.98150264611,1374
127.4222778736232,1410
127.4222778736232,1410
128.8812099508949,1448
130.3397915954957,1492
131.7045023817337,1526
131.7045023817337,1526
132.9685572462026,1554
134.4159958415018,1616
135.7963338797472,1654
137.2594438193431,1692
138.7042574760704,1734
140.1685196889548,1768
141.5842221684072,1800
143.0383873751515,1842
144.4109781302298,1884
145.8454501786525,1930
145.8454501786525,1930
147.2413469279955,1980
