# time,message_loops * LIMIT + total_messages
0,0
0,0
738,61424
1476,210188
2214,359256
2952,508326
3690,657366
4428,805872
5166,953878
5166,953878
5904,1102508
6642,1251574
7380,1400650
8118,1549730
8856,1697590
9594,1846678
10332,1995748
11070,2144808
11808,2293904
12546,2442964
13284,2592030
14022,2741124
14760,2890188
15498,3038764
16236,3187360
16974,3336446
17712,3485532
18450,3634602
19188,3783636
19926,3932068
20664,4081052
21402,4229596
22140,4377754
22878,4526720
23616,4675796
24354,4824872
25092,4973958
25830,5123044
26568,5272112
27306,5421174
28044,5570260
28044,5570260
28782,5719330
29520,5868388
30258,6017486
30996,6166556
31734,6315632
32472,6464708
33210,6613794
33948,6762880
34686,6911948
35424,7061010
36162,7209974
36900,7358376
37638,7507434
38376,7656530
39114,7805602
39852,7954678
40590,8103752
40590,8103752
41328,8252838
42066,8401924
42804,8550992
43542,8699450
44280,8848520
45018,8997604
45756,9146428
46494,9295100
46494,9295100
47232,9444168
47970,9593246
48708,9742324
49446,9891406
50184,10040488
50922,10189560
51660,10338626
52398,10486910
53136,10635366
53874,10784430
54612,10933530
55350,11082600
56088,11231480
56826,11379978
57564,11529058
57564,11529058
58302,11678140
59040,11827212
59778,11976282
60516,12125344
61254,12273968
61992,12422490
62730,12571588
63468,12720656
64206,12868928
64944,13017320
65682,13166400
66420,13315482
67158,13464554
67896,13613626
68634,13762678
69372,13911768
70110,14060838
70110,14060838
70848,14209272
71586,14358338
72324,14507414
73062,14656492
73800,14805566
74538,14954656
75276,15103730
76014,15252802
76752,15401152
77490,15550238
78228,15698634
78966,15847730
78966,15847730
79704,15996798
80442,16145872
81180,16294950
81918,16444024
81918,16444024
82656,16593116
83394,16742184
84132,16891262
84132,16891262
84870,17040316
85608,17189396
86346,17338470
86346,17338470
87084,17487566
87822,17636634
88560,17785708
89298,17933828
90036,18082512
90774,18230140
91512,18379206
92250,18528284
92988,18677344
93726,18826424
93726,18826424
94464,18975494
95202,19124590
95940,19273650
96678,19422734
97416,19571812
98154,19720884
98892,19869108
99630,20018178
100368,20167256
101106,20316318
101844,20465396
101844,20465396
102582,20614466
103320,20763562
104058,20912622
104796,21061706
105534,21210784
106272,21359858
107010,21508944
107748,21658014
108486,21807092
109224,21955378
109962,22103784
110700,22252856
111438,22401950
112176,22550964
112914,22699246
113652,22848326
114390,22997396
115128,23146482
115866,23295550
116604,23444626
117342,23593692
118080,23742766
118818,23891192
119556,24040288
120294,24189346
121032,24338432
121770,24487512
122508,24636584
123246,24785668
123984,24934736
124722,25083806
125460,25232882
126198,25381952
126936,25530348
127674,25679258
128412,25828316
129150,25976742
129888,26125140
130626,26274192
131364,26423272
132102,26572342
