# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
6.453289673663676,28
13.42152610002086,54
20.12316998274365,90
26.83487377366403,158
33.53875005321878,224
40.55249229991883,298
47.35464411049493,394
54.27889050227476,488
61.27986619958822,572
68.22496945060512,686
75.20468586500886,796
82.17876679696197,924
89.19079140765626,1044
96.19051751002286,1208
103.0490001869378,1372
110.0389054071007,1538
116.955557333275,1722
123.985313272391,1902
130.8526661394811,2110
137.8500303266207,2340
144.810285987083,2586
144.810285987083,2586
151.8299337429627,2872
158.8458468049865,3154
165.8662085998225,3440
172.8046890908238,3790
179.7894607437254,4108
186.7561078951253,4438
193.6682459684489,4766
200.687979330658,5136
200.687979330658,5136
207.6538757107057,5522
214.6788559505624,5900
221.6351210243138,6300
228.6580570508724,6712
228.6580570508724,6712
235.6837797459222,7104
242.7079839890239,7556
249.7372213417882,7966
256.698015238742,8444
263.72174845505,8912
270.7194275920404,9358
277.6392405309558,9834
284.5949606393017,10358
291.5818775771285,10870
298.5825553037528,11380
305.6015458994071,11912
312.6122375249747,12468
312.6122375249747,12468
319.6294134871802,13032
326.630885949177,13596
333.6482670556843,14202
340.6337643396321,14772
347.6525671378689,15354
347.6525671378689,15354
354.6751540429865,16020
361.7045963594996,16650
368.7315211177614,17326
375.7049444081988,17952
382.7127789474436,18624
382.7127789474436,18624
389.7370175526049,19324
396.7585838590014,19970
403.7835385429607,20670
410.7087462579515,21386
410.7087462579515,21386
417.7327368724198,22140
424.7345762990593,22834
431.7472299114756,23508
438.7212540393675,24244
445.7458446600995,25012
452.7660405431488,25782
459.7753447406762,26534
466.78489990019,27362
473.8037158344775,28118
480.8326927715821,28908
487.8391603944374,29756
494.8369876865081,30592
501.8627914127682,31486
508.8798820343469,32322
515.8954341641205,33176
515.8954341641205,33176
522.9260472448977,34098
529.9338907057383,35018
536.961900646161,35936
543.9913320152251,36870
551.0219920244532,37810
558,38750
558,38750
565.018637113271,39702
565.018637113271,39702
572.0400071428004,40674
579.0685758673139,41662
586.0886393095583,42708
593.119530904537,43722
600.1494264381359,44808
607.1716625172766,45854
614.2009941942964,46896
621.2314554159548,47946
628.2338304194597,49006
635.2616029615483,50052
642.2882246898639,51158
649.2951705223081,52286
656.3213163189167,53376
663.3455248739822,54464
670.3593364971947,55580
677.3899634335013,56740
684.4192469478196,57936
691.415802589132,59120
698.4441135116593,60400
705.4687133193643,61584
705.4687133193643,61584
712.4992580789495,62828
719.530347899737,64032
726.5606561944518,65260
733.582662611554,66428
740.5994982056887,67668
747.6288535156493,68976
754.6580595170354,70208
761.6710197392628,71466
768.6747214786568,72692
775.6962754938601,73998
