# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
2,6
4,10
6,14
6,14
8,18
10,22
12,26
14,30
16,34
18,38
20,42
22,44
22,44
24,50
26,54
28,58
28,58
30,62
32,66
34,70
36,74
38,78
40,82
42,86
44,88
44,88
46,94
48,98
50,102
52,106
54,110
56,114
58,118
60,122
62,126
64,130
66,132
66,132
68,138
70,142
72,146
74,150
76,154
78,158
80,162
82,166
84,170
86,174
88,176
88,176
90,182
92,186
94,190
96,194
98,198
100,202
102,206
104,210
106,214
108,218
110,220
110,220
112,226
114,230
116,234
118,238
118,238
120,244
122,248
124,252
126,258
128,262
130,266
132,270
134.7523190695792,278
137,288
137,288
139.7523190695792,300
142,310
144.7523190695792,318
144.7523190695792,318
147.2063289824492,330
147.2063289824492,330
150,348
152.7523190695792,366
155.2063289824492,382
158,398
160.7523190695792,412
163.2063289824492,432
166,456
168.9078204750296,480
171.7523190695792,500
174.2063289824492,522
177,546
179.9078204750296,574
182.7523190695792,600
185.3046920409699,628
188.2063289824492,660
191,688
193.9078204750296,720
196.7523190695792,754
199.424303305642,786
202.3046920409699,820
205.2063289824492,856
208.0982489961618,898
211,936
213.9078204750296,980
216.7523190695792,1020
219.424303305642,1060
222.3046920409699,1100
225.2063289824492,1140
228.0982489961618,1186
228.0982489961618,1186
231,1232
231,1232
233.9078204750296,1278
233.9078204750296,1278
236.7523190695792,1326
239.4736910765539,1368
242.3046920409699,1414
245.2063289824492,1468
248.0982489961618,1522
251,1568
253.9078204750296,1628
256.7523190695792,1680
259.4736910765539,1736
262.3046920409699,1784
265.2063289824492,1840
268.0982489961618,1890
271,1952
273.9078204750296,2010
276.7523190695792,2064
279.5354235921446,2124
282.424303305642,2192
285.3046920409699,2256
288.2063289824492,2318
291,2382
293.9078204750294,2446
296.7523190695789,2508
299.5354235921441,2570
302.4243033056413,2632
305.304692040969,2696
308.2063289824482,2762
310.9999999999989,2832
313.8501950419253,2894
316.7523190695778,2956
319.535423592143,3018
322.4243033056402,3088
322.4243033056402,3088
325.3046920409679,3160
328.2063289824471,3230
330.9999999999977,3298
331,3298
333.8501950419242,3364
336.7523190695767,3442
339.5354235921421,3518
342.4243033056395,3590
345.3046920409673,3666
345.3046920409673,3666
348.2063289824467,3742
348.2063289824467,3742
350.9999999999975,3820
353.8501950419241,3894
353.8501950419241,3894
356.7523190695767,3986
359.5354235921421,4060
359.5354235921421,4060
362.4243033056395,4142
365.3046920409673,4220
368.2063289824467,4308
370.9999999999976,4388
373.8501950419244,4480
376.7583546679618,4570
379.5354235921426,4654
382.4243033056402,4732
382.4243033056402,4732
385.3046920409682,4828
