# time,message_loops * LIMIT + total_messages
0,0
0,0
147,296
294,600
441,1774
588,8574
735,28396
882,56398
1029,86012
1176,115712
1323,145166
1470,174656
1617,204354
1764,234034
1911,263734
2058,293412
2205,322866
2352,352184
2499,381420
2646,410684
2793,439768
2940,469030
3087,498396
3234,527978
3234,527978
3381,557376
3528,586874
3528,586874
3675,616542
3822,646248
3969,675926
4116,705644
4263,735226
4410,764846
4557,794480
4704,824140
4851,853444
4851,853444
4998,883144
5145,912842
5292,942512
5439,972222
5586,1001820
5733,1031248
5880,1060846
6027,1090538
6174,1120234
6321,1149926
6468,1179606
6615,1209306
6762,1239004
6909,1268488
6909,1268488
7056,1298192
7203,1327860
7350,1357326
7497,1386918
7644,1416358
7791,1446046
7938,1475738
8085,1505256
8232,1534818
8379,1564508
8526,1593966
8673,1623656
8820,1653326
8820,1653326
8967,1682916
9114,1712610
9261,1742056
9408,1771560
9555,1801002
9702,1830598
9702,1830598
9849,1860132
9996,1889824
10143,1919408
10290,1949028
10437,1978704
10584,2008414
10731,2038112
10878,2067800
11025,2097498
11172,2126934
11319,2156608
11466,2186302
11613,2215992
11760,2245400
11907,2274766
12054,2304330
12201,2334038
12348,2363738
12495,2393424
12642,2423098
12789,2452554
12936,2482100
13083,2511702
13230,2541150
13377,2570686
13524,2600274
13671,2629956
13818,2659662
13965,2689350
14112,2719038
14259,2748536
14406,2777960
14553,2807206
14700,2836798
14700,2836798
14847,2866452
14994,2895848
15141,2925474
15288,2954894
15435,2984006
15582,3013254
15729,3042812
15876,3072390
16023,3102004
16170,3131712
16317,3161172
16464,3190782
16611,3220450
16758,3250030
16758,3250030
16905,3279724
17052,3309430
17199,3339114
17346,3368798
17493,3398458
17493,3398458
17640,3427834
17787,3457476
17934,3487174
18081,3516868
18228,3546560
18375,3576254
18375,3576254
18522,3605948
18669,3635510
18816,3665194
18963,3694740
19110,3724442
19257,3754106
19404,3783766
19551,3813070
19551,3813070
19698,3842466
19845,3871656
19992,3900986
20139,3930574
20286,3960268
20433,3989944
20580,4019494
20727,4048972
20727,4048972
20874,4078190
21021,4107288
21168,4136592
21168,4136592
21315,4166270
21462,4195886
21609,4225030
21756,4254440
21756,4254440
21903,4283880
22050,4313574
22197,4343078
22344,4372488
22491,4402106
22638,4431710
22785,4461148
22932,4490152
23079,4519358
23226,4548692
23373,4578198
23520,4607904
23667,4637558
23814,4666608
23961,4695918
24108,4725466
24255,4755172
24402,4784874
24549,4814374
24696,4843664
24843,4873032
24843,4873032
24990,4902390
25137,4931586
25284,4960806
25431,4990108
25578,5019444
25725,5048774
25872,5077956
26019,5107662
26166,5137342
26166,5137342
26313,5167050
26460,5196736
26607,5226276
