# time,current_number_bots
0,0
0,0
38,0
38,0
40,1
40,1
52,1
52,1
54,0
54,0
211,0
211,0
213,1
213,1
220,1
220,1
222,2
222,2
225,2
225,2
227,1
227,1
278,1
278,1
280,0
280,0
370,0
370,0
372,1
372,1
382,1
382,1
384,0
384,0
466,0
466,0
468,1
468,1
507,1
507,1
509,0
509,0
656,0
656,0
658,1
658,1
674,1
674,1
676,0
676,0
928,0
928,0
930,1
930,1
952,1
952,1
954.8574608643539,2
954.8574608643539,2
967,2
967,2
969,1
969,1
984,1
984,1
986,0
986,0
1091,0
1091,0
1093,1
1093,1
1096,1
1096,1
1098,2
1098,2
1100,3
1100,3
1108,3
1108,3
1110.226040485315,2
1110.226040485315,2
1141,2
1141,2
1143.544671829845,1
1143.544671829845,1
1155,1
1155,1
1157,0
1157,0
1186,0
1186,0
1188,1
1188,1
1192,1
1192,1
1194,0
1194,0
1217,0
1217,0
1219,1
1219,1
1247.605798221193,1
1247.605798221193,1
1250,2
1250,2
1275,2
1275,2
1277,0
1277,0
1282,0
1282,0
1284,1
1284,1
1332,1
1332,1
1344,1
1344,1
1346.27506209258,0
1346.27506209258,0
1395,0
1395,0
1397,1
1397,1
1419,1
1419,1
1421.593997628894,2
1421.593997628894,2
1438,2
1438,2
1440.471803264925,1
1440.471803264925,1
1443,0
1443,0
1506,0
1506,0
1508,1
1508,1
1524,1
1524,1
1526,0
1526,0
1536,0
1536,0
1538,1
1538,1
1589,1
1589,1
1591,0
1591,0
1643,0
1643,0
1788,0
1788,0
1790,1
1790,1
1837,1
1837,1
1839,0
1839,0
1913,0
1913,0
1915,1
1915,1
1918,1
1918,1
1920,2
1920,2
1924,2
1924,2
1926,1
1926,1
1933,1
1933,1
1935,0
1935,0
2015,0
2015,0
2017,1
2017,1
2020,1
2020,1
2022,0
2022,0
2045,0
2045,0
2047,1
2047,1
2060,1
2062,0
2062,0
2101,0
2101,0
2103,1
2103,1
2133,1
2133,1
2135,0
2135,0
2150,0
2150,0
2152,1
2152,1
2160,1
2160,1
2162,0
2162,0
2291,0
2291,0
2293,1
2293,1
2295,0
2295,0
2303,0
2303,0
2305,1
2305,1
2315,1
2315,1
2317,0
2317,0
2329,0
2329,0
2331,1
2331,1
2349,1
2349,1
2351,0
2351,0
2371,0
2371,0
2373,1
2373,1
2376,1
2376,1
2378,2
2378,2
2389.105744510889,2
2389.105744510889,2
2392,3
2392,3
2399,3
2399,3
2401.778658380732,2
2401.778658380732,2
2404,3
2404,3
2410,3
2410,3
2419,3
2430,3
2430,3
2432,2
2432,2
2455.999999999999,2
2455.999999999999,2
2458.382347094373,1
2458.382347094373,1
2464.999999999999,1
2464.999999999999,1
