# time,current_number_bots
0,0
0,0
30.94680876527346,0
30.94680876527346,0
34.00155493836283,1
34.00155493836283,1
56.45567173729432,1
56.45567173729432,1
59.84271221502281,2
59.84271221502281,2
63.28177747031515,3
63.28177747031515,3
70.40195252914168,3
70.40195252914168,3
73.58185322229193,5
73.58185322229193,5
77.79908336004047,5
77.79908336004047,5
81.03997214693935,7
81.03997214693935,7
86.51187723941977,7
86.51187723941977,7
89.99224952864942,8
89.99224952864942,8
93.33607715336005,9
93.33607715336005,9
105.3061933473464,9
105.3061933473464,9
108.7790017021519,10
108.7790017021519,10
112.3559217004184,10
112.3559217004184,10
115.8189150760089,12
115.8189150760089,12
123.898263509093,12
123.898263509093,12
127.3966840383082,13
127.3966840383082,13
130.867783966135,15
130.867783966135,15
145.7838323043669,15
145.7838323043669,15
149.2436000477539,17
149.2436000477539,17
154.483388838338,17
154.483388838338,17
157.9723859828149,18
157.9723859828149,18
168.4537598290862,18
168.4537598290862,18
171.9475278369798,22
171.9475278369798,22
178.4880896122984,22
178.4880896122984,22
181.8865427997882,23
181.8865427997882,23
185.401345550104,27
185.401345550104,27
188.8983032446373,28
188.8983032446373,28
192.3288021139749,30
192.3288021139749,30
195.7997148432565,31
195.7997148432565,31
199.2703021264917,32
199.2703021264917,32
202.7782804274256,33
202.7782804274256,33
208.7308231382508,33
208.7308231382508,33
212.172892075199,35
212.172892075199,35
215.6480832991285,36
215.6480832991285,36
222.0894309120164,36
222.0894309120164,36
225.5644501785696,37
225.5644501785696,37
229.0514551865755,40
229.0514551865755,40
232.4893911538888,44
232.4893911538888,44
235.9858664312244,46
235.9858664312244,46
239.4578642465067,47
239.4578642465067,47
245.7393270206436,47
245.7393270206436,47
249.2541993725352,49
249.2541993725352,49
254.7353988917787,49
254.7353988917787,49
258.2293199080502,52
258.2293199080502,52
262.8102097528342,52
262.8102097528342,52
266.25239766509,53
266.25239766509,53
269.7582940975193,54
269.7582940975193,54
273.255535326096,55
273.255535326096,55
276.7642106170803,60
276.7642106170803,60
282.83218417953,60
282.83218417953,60
286.3447397182454,63
286.3447397182454,63
291.4210529950356,63
291.4210529950356,63
294.9110950694262,65
294.9110950694262,65
298.416699818191,67
298.416699818191,67
301.8340686069757,68
301.8340686069757,68
305.3481587483584,73
305.3481587483584,73
308.849906167312,74
308.849906167312,74
312.3588815895724,75
312.3588815895724,75
315.8709630565094,77
315.8709630565094,77
319.3582080861118,79
319.3582080861118,79
322.8677062693509,82
322.8677062693509,82
326.3546814192808,84
326.3546814192808,84
329.8646523819588,86
329.8646523819588,86
333.5652436720127,86
333.5652436720127,86
337.0598490219193,90
337.0598490219193,90
340.5716205446009,91
340.5716205446009,91
