# time,message_loops * LIMIT + total_messages
0,0
0,0
206,4652
206,4652
412,26944
618,60992
824,94564
1030,128864
1236,164506
1442,200886
1648,238026
1854,275368
2060,313310
2266,351802
2472,390672
2472,390672
2678,429180
2884,466236
3090,502858
3296,539556
3502,576440
3708,613844
3914,651390
4120,688026
4326,725840
4532,763794
4738,800922
4944,837912
5150,874290
5356,910480
5562,947506
5768,985056
5974,1022588
6180,1059896
6386,1097996
6386,1097996
6592,1137664
6798,1178922
7004,1217760
7210,1253906
7416,1287524
7622,1320688
7828,1356786
8034,1394176
8240,1431808
8446,1468934
8652,1506886
8858,1545972
9064,1584804
9270,1623306
9270,1623306
9476,1660674
9682,1696872
9888,1732754
9888,1732754
10094,1770102
10300,1807542
10506,1845064
10712,1881932
10918,1919276
11124,1956888
11330,1993942
11536,2030928
11742,2067350
11948,2104450
12154,2142156
12360,2180242
12566,2218016
12772,2255510
12978,2293444
13184,2332764
13390,2373754
13596,2412732
13802,2448946
14008,2482690
14214,2516744
14420,2553368
14626,2590146
14832,2627578
15038,2664974
15244,2702786
15450,2741210
15656,2780146
15862,2818644
16068,2855670
16274,2892136
16480,2928728
16480,2928728
16686,2965640
16892,3002766
17098,3040154
17098,3040154
17304,3077162
17304,3077162
17510,3114530
17716,3152222
17922,3189630
18128,3226566
18334,3262788
18540,3299970
18746,3337766
18952,3375952
19158,3412964
19364,3450172
19570,3488310
19776,3528052
19982,3569262
20188,3608432
20394,3644682
20600,3678564
20806,3711942
20806,3711942
21012,3747586
21218,3784306
21218,3784306
21424,3822016
21630,3858974
21836,3897312
22042,3936236
22248,3975410
22454,4013810
22660,4051034
22866,4087902
23072,4124724
23072,4124724
23278,4161492
23484,4198260
23690,4235398
23896,4272582
24102,4310332
24308,4348518
24514,4385478
24720,4422292
24926,4458194
25132,4494602
25338,4531934
25544,4570136
25750,4607908
25956,4645256
26162,4683292
26162,4683292
26368,4722644
26574,4763662
26780,4802980
26986,4839286
27192,4873262
27398,4906618
27604,4942994
27810,4980164
28016,5017972
28222,5054764
28428,5092530
28634,5131016
28840,5169868
29046,5208400
29252,5245698
29458,5281788
29664,5318352
29870,5355046
30076,5392714
30282,5430174
30488,5467534
30694,5505404
30900,5543420
30900,5543420
31106,5580682
31106,5580682
31312,5617246
31518,5653562
31724,5690316
31930,5727784
32136,5765470
32342,5803360
32548,5840648
32754,5878648
32960,5917838
33166,5958760
33372,5997834
33578,6034026
33784,6068244
33990,6102604
34196,6139140
34402,6176548
34608,6214636
34814,6252002
35020,6289700
35226,6328000
35432,6366642
35638,6405102
35844,6442682
36050,6479380
36256,6515972
36462,6552822
36668,6589988
36874,6627598
36874,6627598
37080,6665210
