# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
0.9083100031130016,0
1.415320622881442,6
2.210833884223863,6
2.210833884223863,6
2.210833884223863,8
3.166273469950571,8
3.166273469950571,8
3.287273232738986,12
4.239063152491614,12
4.239063152491614,12
4.239063152491614,14
5.072059537534316,14
5.072059537534316,14
5.534731961105664,18
6.456529247126256,18
6.456529247126256,18
6.456529247126256,20
7.173920528980617,20
7.173920528980617,20
7.20106388350827,22
7.20106388350827,22
7.984464081720163,22
8.483550668478657,30
9.069362356883776,32
9.340423142162454,34
10.14128628711654,34
10.14128628711654,34
10.14128628711654,36
10.88297007571413,36
10.88297007571413,36
10.98382257147199,42
11.55311106856419,44
11.55311106856419,44
12.54570620985209,44
12.54570620985209,48
13.36886764982222,48
13.36886764982222,48
13.77876482008463,52
14.65366707289098,52
14.65366707289098,52
15,54
15,54
15.62249534001749,54
15.62249534001749,54
16.14448345226411,58
16.14448345226411,58
16.70229854255158,64
17.37356213533495,64
17.37356213533495,64
17.77862217400398,68
18.45314618020494,68
18.45314618020494,68
18.45314618020494,70
19.40869776445616,70
19.40869776445616,70
19.95762915985834,74
20.74733889598575,74
20.74733889598575,74
21,76
21,76
21.37545738126157,78
21.63176052890723,80
22.91386068923406,80
22.91386068923406,84
23.89553104721948,84
23.89553104721948,84
24.39111970303587,92
24.85427366484895,98
25.82509694034144,98
25.82509694034144,98
25.9718842019318,102
27.02715184697792,102
27.4400772491461,112
28,114
28,114
28.24997932351151,116
28.93460463503332,116
28.93460463503332,116
29.44712769942315,120
30.00178489115977,122
30.50342609131665,124
31.95498282419474,124
32.2343144058148,130
32.2343144058148,130
32.645915957362,132
32.85016812972722,136
33.56511176640166,136
33.56511176640166,136
33.61700790081427,140
34.21942552373998,140
34.21942552373998,140
34.79647778341435,156
35.23230049937047,158
35.76857488476916,162
36.15764714028761,166
36.15764714028761,166
36.36579128901021,168
36.95126235377068,172
37.08890362924998,174
37.08890362924998,174
37.68496260530055,174
37.68496260530055,174
38.03989816474999,182
38.70754832108326,182
38.70754832108326,182
39.12982573144271,188
39.7575523911305,188
39.7575523911305,188
40,192
40,192
40.65970957436592,192
40.65970957436592,192
41.15706576978715,204
41.55686739242054,212
42.11036434341758,216
42.20101243372217,218
42.89986391421292,218
42.89986391421292,218
43.31122108542952,226
43.84907964123923,228
44.24362819816321,232
44.5890372734271,234
45.00900345914122,236
45.38634127965612,238
45.74465235370943,240
46.21066505023489,242
46.77993434335534,246
47.30788944970163,252
47.55646096623816,254
48.52996725732085,254
49.00680777902164,272
49.52455340052404,276
49.81776014961481,282
50.29405150542319,284
50.7461830729051,286
