# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
1,4
2,6
3,8
4,10
5,12
6,14
7,16
8,18
9,20
10,22
12,22
13,28
13,28
14,30
15,32
15,32
16,36
17,38
18,40
19,42
20,44
20,44
21,46
22,48
23,50
24,52
25,54
27,54
28,60
29,62
30,64
31,66
32,68
33,70
34,76
35,80
35,80
36,86
37,90
38,94
39,98
40,102
41,106
42,110
43,114
44,116
45,122
46,124
46,124
47,130
48,134
49,142
50,148
51,154
52,160
53,166
54,172
55,176
56,184
57,188
57,188
58,196
59,200
60,208
61,214
62,220
63,226
64,232
65,238
66,242
67,250
68,254
68,254
69,262
70,266
71,274
72,280
72,280
73,286
73,286
74,292
75,300
76,306
77,310
78,320
79,324
79,324
80,332
81,338
82,344
83,350
84,356
85,366
86,374
87,382
88,386
88,386
89,400
90,406
90,406
91,416
92,424
93,432
94,440
95,448
96,456
97,468
98,478
99,482
100,498
101,506
101,506
102,518
103,528
103,528
104,538
105,548
106,558
107,566
108,578
109,588
110,592
111,608
111,608
112,616
112,616
113,628
114,642
115,654
116,666
117,678
118,688
119,702
120,714
121,720
122,738
123,748
123,748
124,760
125,774
126,786
127,798
128,810
129,822
130,836
131,848
131,848
132,856
133,872
133,872
134,882
134,882
135,894
136,908
137,920
138,932
139,942
140,954
141,968
142,980
143,988
144,1004
145,1014
145,1014
146,1026
147.0817596229613,1040
147.0817596229613,1040
148.0817596229613,1056
149.0817596229613,1070
150.0817596229613,1082
151.0817596229613,1096
152.0817596229613,1112
153.0817596229613,1126
154.0817596229613,1136
155.0817596229613,1154
156.0817596229613,1166
157.0817596229613,1178
158.0817596229613,1190
158.0817596229613,1190
159.0817596229613,1204
160.0817596229613,1216
161.0817596229613,1226
162.0817596229613,1238
163.0817596229613,1252
164.0817596229613,1264
165.0817596229613,1274
166.0817596229613,1288
167.0817596229613,1298
168.0817596229613,1310
169.0817596229613,1322
169.0817596229613,1322
170.0817596229613,1336
171.0817596229613,1348
172.0817596229613,1358
173.0817596229613,1370
174.0817596229613,1386
175.0817596229613,1398
176.0817596229613,1410
177.0817596229613,1422
178.0817596229613,1432
179.0817596229613,1444
180.0817596229613,1456
180.0817596229613,1456
181.0817596229613,1470
182.0817596229613,1482
183.0817596229613,1492
184.0817596229613,1502
185.0817596229613,1518
186.0817596229613,1530
187.0817596229613,1546
188.0817596229613,1560
189.0817596229613,1572
190.0817596229613,1586
191.0817596229613,1600
191.0817596229613,1600
192.0817596229613,1616
193.0817596229613,1630
194.0817596229613,1642
195.0817596229613,1654
196.0817596229613,1672
197.0817596229613,1684
198.0817596229613,1700
199.0817596229613,1714
