# time,message_loops * LIMIT + total_messages
0,0
0,0
2,6
4,10
6,14
8,18
10,22
12,26
14,30
16,34
18,38
20,42
22,44
22,44
24,50
26,54
28,58
30,62
32,66
34,70
36,74
38,78
40,82
42,86
44,88
44,88
46,94
48,98
50,102
52,106
54,110
56,114
58,118
60,122
62,126
64,130
66,132
66,132
68,138
70,142
72,146
74,150
76,154
78,158
80,162
82,166
84,170
86,174
88,176
88,176
90,182
92,186
94,190
96,194
98,198
100,202
102,206
104,210
106,214
108,218
110,220
110,220
112,226
114,230
116,234
118,238
120,242
122,246
124,250
126,254
128,258
130,262
132,264
132,264
134,270
136,274
138,278
140,288
142,296
144,304
146,312
148,320
148,320
150,334
152,348
154,360
156,372
158,384
160,396
162,408
164,420
166,432
168,444
170,452
172,472
174,490
176,506
176,506
178,536
180,560
182,580
182,580
184,608
186,632
188,652
190,680
192,710
194,736
196,766
198,792
200,822
202,846
202,846
204,882
206,916
208,948
210,976
212,1012
214,1046
216,1084
218,1122
220,1156
220,1156
222,1194
224,1224
226,1264
228,1302
230,1344
232,1382
234,1424
236,1460
236,1460
238,1520
240,1564
242,1614
244,1664
246,1718
248,1770
250,1824
252,1884
254,1938
256,1996
258,2044
260,2116
262,2172
264,2236
266,2300
268,2366
270,2448
272,2516
274,2600
274,2600
276,2682
278,2766
280,2854
282,2950
284,3044
286,3136
288,3230
290,3344
292,3460
294,3562
296,3682
298,3804
300,3922
302,4044
304,4174
306,4302
308,4432
310,4562
310,4562
312,4702
314,4854
316,5004
318,5160
320,5320
322,5480
324,5652
326,5826
328,6012
330,6192
332,6382
334,6572
336,6788
338,6970
340,7186
342,7402
344,7640
346,7860
348,8112
350,8354
352,8596
354,8844
356,9086
358,9358
360,9612
362,9906
364,10186
366,10484
368,10750
368,10750
370,11062
372,11366
374,11720
376,12070
378,12430
380,12820
382,13202
384,13582
386,13984
388,14406
390,14812
392,15226
394,15650
396,16086
398,16530
400,16958
402,17432
404,17888
406,18346
408,18800
410,19310
412,19792
414,20280
416,20780
418,21300
420,21808
422,22320
424,22852
426,23382
426,23382
428,23914
430,24460
432,25038
434,25608
436,26182
438,26744
440,27328
442,27908
444,28498
446,29082
448,29674
450,30282
452,30878
454,31500
456,32122
458,32730
460,33322
462,33974
464,34606
466,35252
468,35894
470,36538
472,37174
474,37836
476,38528
476,38528
478,39216
480,39902
482,40588
484,41284
486,41976
488,42680
490,43394
492,44104
494,44828
496,45542
496,45542
498,46274
500,46990
502,47722
504,48462
506,49214
506,49214
508,49984
510,50762
512,51526
514,52276
516,53056
518,53856
518,53856
520,54648
522,55450
522,55450
524,56250
526,57052
528,57840
530,58680
532,59508
534,60338
536,61138
538,61978
540,62820
542,63658
544,64510
546,65366
548,66222
550,67066
552,67956
554,68834
556,69706
558,70536
558,70536
560,71412
562,72300
562,72300
564,73188
566,74094
568,74986
570,75876
572,76754
574,77684
576,78580
578,79488
580,80364
582,81284
582,81284
584,82212
586,83150
588,84090
590,85012
592,85928
594,86830
596,87782
598,88718
600,89672
602,90590
602,90590
604,91544
606,92492
606,92492
608,93452
608,93452
610,94422
612,95358
614,96298
616,97254
618,98228
618,98228
620,99188
622,100152
624,101074
626,102026
628,102988
630,103962
632,104946
634,105902
636,106850
638,107812
640,108792
642,109758
644,110734
646,111666
648,112626
650,113606
652,114584
654,115568
656,116528
658,117488
660,118452
660,118452
662,119448
664,120420
666,121412
668,122352
670,123328
672,124308
674,125294
674,125294
676,126284
678,127252
680,128214
682,129190
684,130196
686,131174
688,132176
690,133124
692,134110
694,135108
696,136106
698,137106
700,138098
702,139080
704,140068
706,141088
708,142084
710,143094
712,144048
714,145038
716,146048
718,147054
720,148056
722,149052
724,150038
724,150038
726,151024
728,152044
730,153040
732,154050
734,155004
734,155004
736,155994
736,155994
738,157004
740,158010
742,159012
744,160008
746,160994
748,161980
750,163000
752,163996
754,165006
756,165960
758,166950
760,167960
762,168966
764,169976
766,170976
768,171966
770,172956
772,173980
774,174980
774,174980
776,175996
778,176952
778,176952
780,177946
782,178960
782,178960
784,179966
786,180976
788,181976
790,182966
790,182966
792,183956
794,184980
796,185980
798,186996
800,187952
802,188946
802,188946
804,189960
806,190966
808,191976
810,192976
812,193966
814,194956
816,195980
818,196980
820,197996
822,198952
824,199946
826,200960
828,201966
830,202976
832,203976
834,204966
836,205956
838,206980
840,207980
842,208996
844,209952
846,210946
848,211960
850,212966
850,212966
852,213976
854,214976
856,215966
858,216956
860,217980
862,218980
864,219996
866,220952
868,221946
870,222960
872,223966
874,224976
876,225976
878,226966
880,227956
882,228980
884,229980
886,230996
888,231952
888,231952
890,232946
892,233960
894,234966
896,235976
898,236976
900,237966
902,238956
904,239980
904,239980
906,240980
908,241996
910,242952
912,243946
914,244960
916,245966
918,246976
920,247976
922,248966
924,249956
926,250980
928,251980
928,251980
930,252996
932,253952
934,254946
936,255960
938,256966
938,256966
940,257976
942,258976
944,259966
946,260956
948,261980
950,262980
952,263996
954,264952
956,265946
958,266960
958,266960
960,267966
960,267966
962,268976
964,269976
966,270966
968,271956
970,272980
972,273980
974,274996
976,275952
978,276946
980,277960
982,278966
984,279976
986,280976
988,281966
990,282956
992,283980
994,284980
996,285996
998,286922
998,286922
