# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
2.441820126958191,10
5.339223978575319,22
5.339223978575319,22
7.976527392864227,34
10.62651523877867,44
13.07858030498028,64
15.28127635712735,72
17.59821219043806,80
20.39757330622524,88
23.30073035950772,98
25.75919727399014,110
28.03391075017862,116
30.62972675799392,126
33.1942062380258,132
33.1942062380258,132
36.0686503269244,146
38.98197419848084,160
41.71529290172994,172
44.18216651212215,186
46.91159358111222,194
49.42261594234046,202
52.1415837741216,212
54.83919712353882,220
54.83919712353882,220
57.24193779344124,230
59.34410728129943,240
62.06199403910351,250
64.98279394616758,260
67.86364661052276,270
70.76027570327197,290
73.26767130370636,298
76.19404960360237,306
76.19404960360237,306
78.8433144645202,326
81.76264393012596,348
84.68899580665943,372
87.45230904879492,388
90.00887681021253,408
92.8681593872038,430
95.74475297458945,456
98.42440244393067,482
101.1882144850299,502
104.0664407253575,520
106.8994053504373,544
109.7860756741808,572
112.351452704051,600
115.0594565497269,640
117.6700396577181,664
117.6700396577181,664
120.4187588350874,698
123.1483368888294,736
126.0201795801616,780
126.0201795801616,780
128.8713161851065,824
128.8713161851065,824
131.7791649797394,878
134.6645559755044,922
137.588209379849,974
137.588209379849,974
140.5150304809771,1018
143.4425835492142,1084
146.2953659127762,1138
149.1275115227072,1206
151.7812163347435,1244
154.551391891588,1304
157.3727566692499,1354
159.9937984468375,1412
162.8292087686926,1472
162.8292087686926,1472
165.7533518703155,1550
165.7533518703155,1550
168.6404376381828,1620
171.437705359964,1700
174.163862552778,1774
177.0196564492122,1868
179.9372949052721,1956
182.7987921549282,2030
185.7248254488468,2112
188.5357472472304,2202
188.5357472472304,2202
191.4270266258959,2294
194.3486744796469,2384
197.2676693787335,2470
200.1811165123168,2564
203.1094065933254,2672
205.9042153812622,2784
208.8217347553191,2886
211.6722497206878,2994
211.6722497206878,2994
214.4939072175249,3120
217.330175773266,3228
220.2374682020275,3332
223.1331434604344,3442
223.1331434604344,3442
226.0154857737359,3568
228.8552200978515,3694
231.7577139765519,3828
234.5424005066704,3962
237.3627107939153,4096
240.2876481817947,4250
243.1368706769531,4388
246.0145652267767,4528
248.9085193780645,4694
251.7882011277396,4826
251.7882011277396,4826
254.7167994278091,4978
257.6247664372227,5142
260.5098888961284,5292
263.3601338898956,5416
266.2670002431517,5562
269.1623394563937,5718
272.0782200962954,5890
274.9921524014351,6048
277.9080444727923,6230
280.7484477282883,6390
283.6453220888799,6554
286.5448251206032,6704
289.4680240181243,6876
292.3371162501447,7052
295.2655665549182,7220
298.1730623546125,7392
298.1730623546125,7392
301.102360168657,7584
304.0215945090141,7764
306.932692153874,7918
