# total_scans #1
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.73249304480851 2.0
15.73249304480851 3.0
21.0 3.0
21.0 4.0
22.14530096529052 4.0
22.15772057606084 5.0
22.15772057606084 5.0
22.73249304480851 5.0
22.73249304480851 6.0
24.0 6.0
24.0 7.0
24.15772057606084 7.0
24.15772057606084 8.0
25.14530096529052 8.0
25.15772057606084 9.0
25.15772057606084 9.0
28.14530096529052 9.0
28.15772057606084 10.0
28.15772057606084 10.0
29.0 10.0
29.0 10.0
# total_scans #37
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.83008596138097 2.0
15.83008596138097 3.0
17.0 3.0
17.0 4.0
22.83008596138097 4.0
22.83008596138097 5.0
24.0 5.0
24.0 6.0
24.28327407250177 6.0
24.28327407250177 7.0
25.83008596138097 7.0
25.83008596138097 8.0
27.0 8.0
27.0 9.0
27.28327407250177 9.0
27.28327407250177 10.0
28.83008596138097 10.0
28.83008596138097 11.0
30.28327407250177 11.0
30.28327407250177 12.0
31.83008596138097 12.0
31.83008596138097 13.0
33.28327407250176 13.0
33.28327407250176 14.0
34.0 14.0
34.0 15.0
34.83008596138097 15.0
34.83008596138097 16.0
35.52734539836266 16.0
35.52734539836266 17.0
36.28327407250176 17.0
36.28327407250176 18.0
37.0 18.0
37.0 19.0
38.52734539836266 19.0
38.52734539836266 20.0
39.28327407250176 20.0
39.28327407250176 21.0
39.83008596138097 21.0
39.83008596138097 21.0
# total_scans #38
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.60589183447883 2.0
15.60589183447883 3.0
21.0 3.0
21.0 4.0
21.60589183447883 4.0
21.60589183447883 5.0
22.66636337852105 5.0
22.66636337852105 6.0
28.0 6.0
28.0 7.0
28.60589183447883 7.0
28.60589183447883 8.0
28.66636337852105 8.0
28.66636337852105 9.0
29.62317325477488 9.0
29.62317325477488 10.0
31.0 10.0
31.0 11.0
31.60589183447883 11.0
31.60589183447883 12.0
31.66636337852105 12.0
31.66636337852105 13.0
32.62317325477488 13.0
32.62317325477488 14.0
34.0 14.0
34.0 15.0
34.60589183447883 15.0
34.60589183447883 16.0
34.66636337852105 16.0
34.66636337852105 17.0
35.62317325477488 17.0
35.62317325477488 18.0
37.0 18.0
37.0 19.0
37.60589183447883 19.0
37.60589183447883 20.0
37.66636337852105 20.0
37.66636337852105 21.0
38.62317325477488 21.0
38.62317325477488 22.0
40.0 22.0
40.0 23.0
40.60589183447883 23.0
40.62317325477488 24.0
40.62317325477488 24.0
40.66636337852105 24.0
40.66636337852105 25.0
43.0 25.0
43.0 26.0
43.62317325477488 26.0
43.62317325477488 26.0
# total_scans #39
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.17780896951444 2.0
15.17780896951444 3.0
21.0 3.0
21.0 4.0
22.17780896951444 4.0
22.17780896951444 5.0
22.60701181820497 5.0
22.60701181820497 6.0
25.17780896951444 6.0
25.17780896951444 7.0
27.60701181820497 7.0
27.60701181820497 7.0
# total_scans #40
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.67825284018181 2.0
15.67825284018181 3.0
21.0 3.0
21.0 4.0
22.67825284018181 4.0
22.67825284018181 5.0
22.86665097926251 5.0
22.86665097926251 6.0
24.0 6.0
24.0 7.0
25.67825284018181 7.0
25.67825284018181 8.0
25.86665097926251 8.0
25.86665097926251 9.0
27.0 9.0
27.0 10.0
28.67825284018181 10.0
28.67825284018181 11.0
28.86665097926251 11.0
28.86665097926251 12.0
30.0 12.0
30.0 13.0
31.86665097926251 13.0
31.86665097926251 14.0
34.86665097926251 14.0
34.86665097926251 15.0
35.67825284018181 15.0
35.67825284018181 16.0
36.0 16.0
36.0 17.0
36.72538894345053 17.0
36.72538894345053 18.0
37.86665097926251 18.0
37.86665097926251 19.0
38.67825284018181 19.0
38.67825284018181 20.0
39.0 20.0
39.0 21.0
39.72538894345053 21.0
39.72538894345053 22.0
40.86665097926251 22.0
40.86665097926251 23.0
42.0 23.0
42.0 24.0
43.67825284018181 24.0
43.67825284018181 24.0
# total_scans #41
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.44967591227032 2.0
15.44967591227032 3.0
21.0 3.0
21.0 4.0
22.26657716790214 4.0
22.26657716790214 5.0
22.44967591227032 5.0
22.44967591227032 6.0
24.44078058196554 6.0
24.44967591227032 7.0
24.44967591227032 7.0
27.26657716790214 7.0
27.26657716790214 7.0
# total_scans #42
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.68278789171018 2.0
15.68278789171018 3.0
21.0 3.0
21.0 4.0
22.66619797912426 4.0
22.68278789171018 6.0
24.0 6.0
24.0 7.0
24.54977918573278 7.0
24.54977918573278 8.0
25.66619797912426 8.0
25.68278789171018 10.0
27.54977918573278 10.0
27.54977918573278 11.0
28.66619797912426 11.0
28.68278789171018 13.0
30.54977918573278 13.0
30.54977918573278 14.0
31.0 14.0
31.0 15.0
31.66619797912426 15.0
31.68278789171018 17.0
32.15101551357657 17.0
32.15101551357657 18.0
33.54977918573278 18.0
33.54977918573278 19.0
34.0 19.0
34.0 20.0
34.66619797912426 20.0
34.68278789171018 22.0
36.54977918573278 22.0
36.54977918573278 23.0
37.0 23.0
37.0 24.0
37.15101551357657 24.0
37.15101551357657 24.0
# total_scans #43
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.76439396012574 2.0
15.76439396012574 3.0
21.0 3.0
21.0 4.0
22.67967666243203 4.0
22.67967666243203 5.0
22.76439396012574 5.0
22.76439396012574 6.0
24.0 6.0
24.0 7.0
24.3478576458283 7.0
24.3478576458283 8.0
25.67967666243203 8.0
25.67967666243203 9.0
25.76439396012574 9.0
25.76439396012574 10.0
27.0 10.0
27.0 11.0
27.3478576458283 11.0
27.3478576458283 12.0
28.67967666243203 12.0
28.67967666243203 13.0
28.76439396012574 13.0
28.76439396012574 14.0
30.3478576458283 14.0
30.3478576458283 15.0
33.3478576458283 15.0
33.3478576458283 16.0
33.99999999999999 16.0
33.99999999999999 17.0
34.67967666243202 17.0
34.67967666243202 18.0
34.76439396012574 18.0
34.76439396012574 19.0
35.67500587663054 19.0
35.67967666243202 20.0
35.67967666243202 20.0
36.99999999999999 20.0
36.99999999999999 21.0
37.67967666243202 21.0
37.67967666243202 22.0
37.76439396012574 22.0
37.76439396012574 23.0
38.34785764582829 23.0
38.34785764582829 23.0
# total_scans #44
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.35575063782744 2.0
15.35575063782744 3.0
17.0 3.0
17.0 4.0
22.35575063782744 4.0
22.35575063782744 5.0
23.0 5.0
23.0 6.0
23.5615606456995 6.0
23.5615606456995 7.0
26.0 7.0
26.0 8.0
26.5615606456995 8.0
26.5615606456995 9.0
29.0 9.0
29.0 10.0
29.35575063782744 10.0
29.35575063782744 11.0
29.5615606456995 11.0
29.5615606456995 12.0
31.31910241020537 12.0
31.31910241020537 13.0
36.0 13.0
36.0 14.0
36.31910241020537 14.0
36.31910241020537 15.0
36.35575063782744 15.0
36.35575063782744 16.0
36.5615606456995 16.0
36.5615606456995 17.0
37.73280837899074 17.0
37.73280837899074 18.0
39.0 18.0
39.0 19.0
39.31910241020537 19.0
39.31910241020537 20.0
39.35575063782744 20.0
39.35575063782744 21.0
39.5615606456995 21.0
39.5615606456995 22.0
40.73280837899074 22.0
40.73280837899074 23.0
42.0 23.0
42.0 24.0
42.31910241020537 24.0
42.31910241020537 25.0
42.35575063782744 25.0
42.35575063782744 26.0
42.5615606456995 26.0
42.5615606456995 27.0
43.73280837899074 27.0
43.73280837899074 28.0
45.0 28.0
45.0 29.0
45.31910241020537 29.0
45.31910241020537 30.0
45.5615606456995 30.0
45.5615606456995 31.0
46.73280837899074 31.0
46.73280837899074 32.0
47.35575063782744 32.0
47.35575063782744 32.0
# total_scans #45
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.50723076821305 2.0
15.50723076821305 3.0
21.0 3.0
21.0 4.0
22.50723076821305 4.0
22.50723076821305 5.0
22.962095561434 5.0
22.962095561434 6.0
24.0 6.0
24.0 7.0
25.50723076821305 7.0
25.50723076821305 8.0
25.962095561434 8.0
25.962095561434 9.0
27.0 9.0
27.0 10.0
30.0 10.0
30.0 11.0
30.962095561434 11.0
30.962095561434 11.0
# total_scans #46
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.5879627072718 2.0
15.5879627072718 3.0
21.0 3.0
21.0 4.0
21.5879627072718 4.0
21.5879627072718 5.0
22.51392176141962 5.0
22.51392176141962 6.0
24.0 6.0
24.0 7.0
27.0 7.0
27.0 8.0
28.5879627072718 8.0
28.5879627072718 9.0
29.51392176141962 9.0
29.51392176141962 10.0
29.72973211877979 10.0
29.72973211877979 11.0
30.0 11.0
30.0 12.0
32.72973211877979 12.0
32.72973211877979 13.0
33.0 13.0
33.0 14.0
33.5879627072718 14.0
33.5879627072718 14.0
# total_scans #47
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.18782836804166 2.0
15.18782836804166 3.0
21.0 3.0
21.0 4.0
22.18782836804166 4.0
22.18782836804166 5.0
22.59519469117428 5.0
22.59519469117428 6.0
25.18782836804166 6.0
25.18782836804166 7.0
25.59519469117428 7.0
25.59519469117428 8.0
28.0 8.0
28.0 9.0
28.18782836804166 9.0
28.18782836804166 10.0
28.59519469117428 10.0
28.59519469117428 11.0
29.29581751697697 11.0
29.29581751697697 12.0
31.18782836804166 12.0
31.18782836804166 13.0
31.59519469117428 13.0
31.59519469117428 14.0
32.29581751697697 14.0
32.29581751697697 15.0
33.0 15.0
33.0 15.0
# total_scans #48
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.63884793478064 2.0
15.63884793478064 3.0
21.0 3.0
21.0 4.0
22.34560354030691 4.0
22.34560354030691 5.0
22.63884793478064 5.0
22.63884793478064 6.0
23.83664036216214 6.0
23.83664036216214 7.0
24.0 7.0
24.0 8.0
25.63884793478064 8.0
25.63884793478064 9.0
26.83664036216214 9.0
26.83664036216214 10.0
27.0 10.0
27.0 11.0
29.34560354030691 11.0
29.34560354030691 12.0
29.83664036216214 12.0
29.83664036216214 13.0
30.0 13.0
30.0 14.0
30.63884793478064 14.0
30.63884793478064 14.0
# total_scans #49
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.1847360576503 2.0
15.1847360576503 3.0
21.0 3.0
21.0 4.0
22.1847360576503 4.0
22.1847360576503 5.0
22.48590238433087 5.0
22.48590238433087 6.0
24.0 6.0
24.0 7.0
25.1847360576503 7.0
25.1847360576503 8.0
25.48590238433087 8.0
25.48590238433087 9.0
27.0 9.0
27.0 10.0
32.0 10.0
32.0 10.0
# total_scans #50
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.96947448002174 2.0
15.96947448002174 3.0
21.0 3.0
21.0 4.0
22.02287840843201 4.0
22.02287840843201 5.0
22.96947448002174 5.0
22.96947448002174 6.0
24.0 6.0
24.0 7.0
24.59553765562929 7.0
24.59553765562929 8.0
25.02287840843201 8.0
25.02287840843201 9.0
27.0 9.0
27.0 10.0
28.02287840843201 10.0
28.02287840843201 11.0
29.96947448002174 11.0
29.96947448002174 12.0
30.0 12.0
30.0 13.0
30.59553765562929 13.0
30.59553765562929 14.0
31.02287840843201 14.0
31.02287840843201 15.0
31.2177849980418 15.0
31.2177849980418 16.0
33.0 16.0
33.0 17.0
33.59553765562929 17.0
33.59553765562929 18.0
34.02287840843201 18.0
34.02287840843201 19.0
34.21778499804179 19.0
34.21778499804179 20.0
34.96947448002174 20.0
34.96947448002174 20.0
# total_scans #51
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.8140299085062 2.0
15.8140299085062 3.0
17.0 3.0
17.0 4.0
22.8140299085062 4.0
22.8140299085062 5.0
24.0 5.0
24.0 6.0
24.50132135110463 6.0
24.50132135110463 7.0
25.8140299085062 7.0
25.8140299085062 8.0
27.0 8.0
27.0 9.0
27.50132135110463 9.0
27.50132135110463 10.0
28.8140299085062 10.0
28.8140299085062 11.0
30.0 11.0
30.0 12.0
30.50132135110463 12.0
30.50132135110463 13.0
31.8140299085062 13.0
31.8140299085062 14.0
33.0 14.0
33.0 15.0
33.50132135110464 15.0
33.50132135110464 16.0
36.0 16.0
36.0 17.0
36.50132135110464 17.0
36.50132135110464 18.0
38.8140299085062 18.0
38.8140299085062 19.0
39.0 19.0
39.0 20.0
39.50132135110464 20.0
39.50132135110464 21.0
40.72040571831167 21.0
40.72040571831167 22.0
41.8140299085062 22.0
41.8140299085062 23.0
43.72040571831167 23.0
43.72040571831167 24.0
44.0 24.0
44.0 24.0
# total_scans #52
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.94930884102359 2.0
15.94930884102359 3.0
21.0 3.0
21.0 4.0
21.94930884102359 4.0
21.94930884102359 5.0
22.05020746286027 5.0
22.05020746286027 6.0
28.0 6.0
28.0 7.0
28.05020746286027 7.0
28.05020746286027 8.0
28.94930884102359 8.0
28.94930884102359 9.0
29.85991169977933 9.0
29.85991169977933 10.0
31.0 10.0
31.0 11.0
31.05020746286027 11.0
31.05020746286027 12.0
31.94930884102359 12.0
31.94930884102359 13.0
34.05020746286027 13.0
34.05020746286027 14.0
34.85991169977933 14.0
34.85991169977933 14.0
# total_scans #53
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.19709789031185 2.0
15.19709789031185 3.0
21.0 3.0
21.0 4.0
22.19709789031185 4.0
22.19709789031185 5.0
22.51013299761835 5.0
22.51013299761835 6.0
24.0 6.0
24.0 7.0
25.19709789031185 7.0
25.19709789031185 8.0
25.51013299761835 8.0
25.51013299761835 9.0
28.51013299761835 9.0
28.51013299761835 10.0
31.0 10.0
31.0 11.0
31.19709789031185 11.0
31.19709789031185 12.0
31.51013299761835 12.0
31.51013299761835 13.0
32.31256211362779 13.0
32.31256211362779 14.0
34.0 14.0
34.0 15.0
34.19709789031185 15.0
34.19709789031185 16.0
34.51013299761835 16.0
34.51013299761835 17.0
37.0 17.0
37.0 18.0
37.19709789031185 18.0
37.19709789031185 19.0
37.31256211362779 19.0
37.31256211362779 19.0
# total_scans #54
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.38520173449069 2.0
15.38520173449069 3.0
21.0 3.0
21.0 4.0
22.38520173449069 4.0
22.38520173449069 5.0
22.6828746670189 5.0
22.6828746670189 6.0
24.0 6.0
24.0 7.0
25.6828746670189 7.0
25.6828746670189 8.0
28.6828746670189 8.0
28.6828746670189 9.0
29.38520173449069 9.0
29.38520173449069 10.0
30.0 10.0
30.0 11.0
30.83391392834115 11.0
30.83391392834115 12.0
31.68287466701891 12.0
31.68287466701891 13.0
33.00000000000001 13.0
33.00000000000001 14.0
33.83391392834115 14.0
33.83391392834115 15.0
34.3852017344907 15.0
34.3852017344907 15.0
# total_scans #55
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.87277009570971 2.0
15.87277009570971 3.0
21.0 3.0
21.0 4.0
22.3789927167818 4.0
22.3789927167818 5.0
22.87277009570971 5.0
22.87277009570971 6.0
24.0 6.0
24.0 7.0
24.65096803575416 7.0
24.65096803575416 8.0
27.87277009570971 8.0
27.87277009570971 8.0
# total_scans #56
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.49863048922271 2.0
15.49863048922271 3.0
21.0 3.0
21.0 4.0
21.49863048922271 4.0
21.49863048922271 5.0
22.25326975132339 5.0
22.25326975132339 6.0
25.25326975132339 6.0
25.25326975132339 7.0
28.0 7.0
28.0 8.0
28.49863048922271 8.0
28.49863048922271 9.0
29.04110221122392 9.0
29.04110221122392 10.0
30.25326975132339 10.0
30.25326975132339 10.0
# total_scans #57
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.57841235166416 2.0
15.57841235166416 3.0
17.0 3.0
17.0 4.0
22.57841235166416 4.0
22.57841235166416 5.0
24.0 5.0
24.0 6.0
24.44251722754401 6.0
24.44251722754401 7.0
27.0 7.0
27.0 8.0
29.44251722754401 8.0
29.44251722754401 8.0
# total_scans #58
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.5671623586677 2.0
15.5671623586677 3.0
21.0 3.0
21.0 4.0
22.5671623586677 4.0
22.5671623586677 5.0
22.79229068686229 5.0
22.79229068686229 6.0
24.0 6.0
24.0 7.0
25.5671623586677 7.0
25.5671623586677 8.0
27.0 8.0
27.0 9.0
29.79229068686229 9.0
29.79229068686229 10.0
30.0 10.0
30.0 11.0
30.5671623586677 11.0
30.5671623586677 11.0
# total_scans #59
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.15899619972333 2.0
15.15899619972333 3.0
17.0 3.0
17.0 4.0
18.15899619972333 4.0
18.15899619972333 5.0
20.0 5.0
20.0 6.0
21.15899619972333 6.0
21.15899619972333 7.0
24.15899619972333 7.0
24.15899619972333 8.0
27.0 8.0
27.0 9.0
28.09791229641996 9.0
28.09791229641996 10.0
30.0 10.0
30.0 11.0
31.15899619972333 11.0
31.15899619972333 12.0
32.09791229641996 12.0
32.09791229641996 13.0
32.69008345040493 13.0
32.69008345040493 14.0
33.0 14.0
33.0 15.0
35.09791229641996 15.0
35.09791229641996 16.0
36.0 16.0
36.0 17.0
37.69008345040493 17.0
37.69008345040493 17.0
# total_scans #60
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.57472781115212 2.0
15.57472781115212 3.0
21.0 3.0
21.0 4.0
21.57472781115212 4.0
21.57472781115212 5.0
22.5701318923384 5.0
22.57472781115212 6.0
22.57472781115212 6.0
25.5701318923384 6.0
25.57472781115212 7.0
25.57472781115212 7.0
28.0 7.0
28.0 8.0
28.5701318923384 8.0
28.57472781115212 10.0
29.31043527345173 10.0
29.31043527345173 11.0
31.0 11.0
31.0 12.0
31.57472781115212 12.0
31.57472781115212 13.0
32.31043527345173 13.0
32.31043527345173 14.0
33.5701318923384 14.0
33.5701318923384 14.0
# total_scans #61
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.17619039560668 2.0
15.17619039560668 3.0
21.0 3.0
21.0 4.0
22.17619039560668 4.0
22.17619039560668 5.0
22.53263423423977 5.0
22.53263423423977 6.0
25.17619039560668 6.0
25.17619039560668 7.0
25.53263423423977 7.0
25.53263423423977 8.0
28.0 8.0
28.0 9.0
28.17619039560668 9.0
28.17619039560668 10.0
28.53263423423977 10.0
28.53263423423977 11.0
29.55664708605036 11.0
29.55664708605036 12.0
31.0 12.0
31.0 13.0
31.17619039560668 13.0
31.17619039560668 14.0
32.55664708605036 14.0
32.55664708605036 15.0
33.53263423423977 15.0
33.53263423423977 15.0
# total_scans #62
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.11708411225118 2.0
15.11708411225118 3.0
17.0 3.0
17.0 4.0
20.0 4.0
20.0 5.0
22.11708411225118 5.0
22.11708411225118 6.0
23.47113018645905 6.0
23.47113018645905 7.0
26.47113018645905 7.0
26.47113018645905 8.0
27.0 8.0
27.0 9.0
27.11708411225118 9.0
27.11708411225118 10.0
28.21681348024867 10.0
28.21681348024867 11.0
30.11708411225118 11.0
30.11708411225118 12.0
31.21681348024867 12.0
31.21681348024867 13.0
32.0 13.0
32.0 13.0
# total_scans #63
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.49290150636807 2.0
15.49290150636807 3.0
21.0 3.0
21.0 4.0
22.35175932967104 4.0
22.35175932967104 5.0
22.49290150636807 5.0
22.49290150636807 6.0
23.92779500037432 6.0
23.92779500037432 7.0
24.0 7.0
24.0 8.0
25.35175932967104 8.0
25.35175932967104 9.0
25.49290150636807 9.0
25.49290150636807 10.0
28.49290150636807 10.0
28.49290150636807 11.0
30.35175932967104 11.0
30.35175932967104 11.0
# total_scans #64
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.14606364560314 2.0
15.14606364560314 3.0
17.0 3.0
17.0 4.0
18.14606364560314 4.0
18.14606364560314 5.0
21.14606364560314 5.0
21.14606364560314 6.0
24.0 6.0
24.0 7.0
24.14606364560314 7.0
24.14606364560314 8.0
25.33013447583653 8.0
25.33013447583653 9.0
27.0 9.0
27.0 10.0
30.0 10.0
30.0 11.0
31.14606364560314 11.0
31.14606364560314 12.0
32.25353124528192 12.0
32.25353124528192 13.0
32.33013447583653 13.0
32.33013447583653 14.0
34.14606364560314 14.0
34.14606364560314 15.0
34.23601330856073 15.0
34.25353124528192 16.0
34.25353124528192 16.0
35.0 16.0
35.0 16.0
# total_scans #65
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.93706556758843 2.0
15.93706556758843 3.0
21.0 3.0
21.0 4.0
22.25910307141021 4.0
22.25910307141021 5.0
22.93706556758843 5.0
22.93706556758843 6.0
24.86976945488594 6.0
24.86976945488594 7.0
25.93706556758843 7.0
25.93706556758843 8.0
28.0 8.0
28.0 9.0
28.25910307141021 9.0
28.25910307141021 10.0
28.86976945488594 10.0
28.86976945488594 11.0
29.97544387359017 11.0
29.97544387359017 12.0
30.93706556758843 12.0
30.93706556758843 12.0
# total_scans #66
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.80023522349074 2.0
15.80023522349074 3.0
21.0 3.0
21.0 4.0
22.6263770677615 4.0
22.6263770677615 5.0
22.80023522349074 5.0
22.80023522349074 6.0
24.20626644340554 6.0
24.20626644340554 7.0
25.6263770677615 7.0
25.6263770677615 8.0
25.80023522349074 8.0
25.80023522349074 9.0
28.0 9.0
28.0 10.0
28.6263770677615 10.0
28.6263770677615 11.0
28.80023522349074 11.0
28.80023522349074 12.0
29.05492921965197 12.0
29.05492921965197 13.0
29.20626644340554 13.0
29.20626644340554 13.0
# total_scans #67
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.26888203807175 2.0
15.26888203807175 3.0
21.0 3.0
21.0 4.0
21.26888203807175 4.0
21.26888203807175 5.0
22.63060276256874 5.0
22.63060276256874 6.0
25.63060276256874 6.0
25.63060276256874 7.0
28.0 7.0
28.0 8.0
28.26888203807175 8.0
28.26888203807175 9.0
28.63060276256874 9.0
28.63060276256874 10.0
29.13785679498687 10.0
29.13785679498687 11.0
31.0 11.0
31.0 12.0
31.26888203807175 12.0
31.26888203807175 13.0
31.63060276256874 13.0
31.63060276256874 14.0
32.13785679498687 14.0
32.13785679498687 15.0
34.0 15.0
34.0 16.0
34.26888203807175 16.0
34.26888203807175 17.0
34.63060276256874 17.0
34.63060276256874 18.0
35.13785679498687 18.0
35.13785679498687 19.0
37.0 19.0
37.0 20.0
37.26888203807175 20.0
37.26888203807175 21.0
37.63060276256874 21.0
37.63060276256874 22.0
40.0 22.0
40.0 23.0
40.13785679498687 23.0
40.13785679498687 23.0
# total_scans #68
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.31109154061414 2.0
15.31109154061414 3.0
21.0 3.0
21.0 4.0
21.31109154061414 4.0
21.31109154061414 5.0
22.46675843000412 5.0
22.46675843000412 6.0
24.0 6.0
24.0 7.0
25.46675843000412 7.0
25.46675843000412 8.0
27.0 8.0
27.0 9.0
28.31109154061414 9.0
28.31109154061414 10.0
30.07334210729646 10.0
30.07334210729646 11.0
31.31109154061414 11.0
31.31109154061414 12.0
32.0 12.0
32.0 12.0
# total_scans #69
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.53149208123796 2.0
15.53149208123796 3.0
21.0 3.0
21.0 4.0
22.53149208123796 4.0
22.53149208123796 5.0
22.56906609505805 5.0
22.56906609505805 6.0
25.53149208123796 6.0
25.53149208123796 7.0
27.56906609505805 7.0
27.56906609505805 7.0
# total_scans #70
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.73116272664629 2.0
15.73116272664629 3.0
21.0 3.0
21.0 4.0
21.73116272664629 4.0
21.73116272664629 5.0
22.33416881971061 5.0
22.33416881971061 6.0
28.0 6.0
28.0 7.0
28.33416881971061 7.0
28.33416881971061 8.0
28.73116272664629 8.0
28.73116272664629 9.0
29.56783859571442 9.0
29.56783859571442 10.0
31.33416881971061 10.0
31.33416881971061 11.0
32.56783859571442 11.0
32.56783859571442 12.0
33.0 12.0
33.0 12.0
# total_scans #71
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.01566900149919 2.0
15.01566900149919 3.0
21.0 3.0
21.0 4.0
22.01566900149919 4.0
22.01566900149919 5.0
22.18557734192542 5.0
22.18557734192542 6.0
25.18557734192542 6.0
25.18557734192542 7.0
28.0 7.0
28.01566900149919 9.0
28.18557734192542 9.0
28.18557734192542 10.0
29.13285239273682 10.0
29.13285239273682 11.0
31.0 11.0
31.01566900149919 13.0
31.18557734192542 13.0
31.18557734192542 14.0
32.13285239273682 14.0
32.13285239273682 15.0
34.0 15.0
34.01566900149919 16.0
34.01566900149919 16.0
34.18557734192542 16.0
34.18557734192542 17.0
35.13285239273682 17.0
35.13285239273682 18.0
36.01566900149919 18.0
36.01566900149919 18.0
# total_scans #72
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.44212433486246 2.0
15.44212433486246 3.0
21.0 3.0
21.0 4.0
22.44212433486246 4.0
22.44212433486246 5.0
22.47314883292791 5.0
22.47314883292791 6.0
24.0 6.0
24.0 7.0
25.47314883292791 7.0
25.47314883292791 8.0
27.0 8.0
27.0 9.0
28.47314883292791 9.0
28.47314883292791 10.0
29.44212433486246 10.0
29.44212433486246 11.0
30.0 11.0
30.0 12.0
31.17435340134232 12.0
31.17435340134232 13.0
31.47314883292791 13.0
31.47314883292791 14.0
32.44212433486246 14.0
32.44212433486246 15.0
33.0 15.0
33.0 16.0
34.47314883292791 16.0
34.47314883292791 17.0
35.44212433486246 17.0
35.44212433486246 18.0
36.0 18.0
36.0 19.0
36.17435340134232 19.0
36.17435340134232 19.0
# total_scans #73
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.83026280859485 2.0
15.83026280859485 3.0
18.83026280859485 3.0
18.83026280859485 4.0
21.0 4.0
21.0 5.0
21.83026280859485 5.0
21.83026280859485 6.0
22.28408428956755 6.0
22.28408428956755 7.0
24.0 7.0
24.0 8.0
27.0 8.0
27.0 9.0
28.83026280859485 9.0
28.83026280859485 10.0
29.28408428956755 10.0
29.28408428956755 11.0
30.50612429132884 11.0
30.50612429132884 12.0
31.83026280859485 12.0
31.83026280859485 13.0
32.0 13.0
32.0 13.0
# total_scans #74
0.0 0.0
7.0 0.0
7.0 1.0
14.0 1.0
14.0 2.0
15.89483352564275 2.0
15.89483352564275 3.0
18.89483352564275 3.0
18.89483352564275 4.0
21.0 4.0
21.0 5.0
21.89483352564275 5.0
21.89483352564275 6.0
22.53380380338058 6.0
22.53380380338058 7.0
24.89483352564275 7.0
24.89483352564275 8.0
25.53380380338058 8.0
25.53380380338058 9.0
28.0 9.0
28.0 10.0
28.53380380338058 10.0
28.53380380338058 11.0
29.8570737298578 11.0
29.8570737298578 12.0
31.0 12.0
31.0 13.0
31.53380380338058 13.0
31.55362230431038 14.0
31.55362230431038 14.0
31.89483352564275 14.0
31.89483352564275 15.0
32.8570737298578 15.0
32.8570737298578 16.0
33.55362230431038 16.0
