# in_botnet[5] #1
0.0 0.0
29.04255564697087 0.0
29.04255564697087 0.0
29.04255564697087 1.0
100.9107226943597 1.0
# in_botnet[5] #2
0.0 0.0
20.89830259978771 0.0
20.89830259978771 0.0
20.89830259978771 1.0
100.1209510740805 1.0
# in_botnet[5] #3
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.2309671083931 1.0
# in_botnet[5] #4
0.0 0.0
20.03418539697304 0.0
20.03418539697304 0.0
20.03418539697304 1.0
100.7358091613278 1.0
# in_botnet[5] #5
0.0 0.0
33.0 0.0
33.0 0.0
33.0 1.0
100.6241616150363 1.0
# in_botnet[5] #6
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.2996934754562 1.0
# in_botnet[5] #7
0.0 0.0
20.40660911984742 0.0
20.40660911984742 0.0
20.40660911984742 1.0
100.0000000000002 1.0
# in_botnet[5] #8
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.0341620505787 1.0
# in_botnet[5] #9
0.0 0.0
30.88867335650139 0.0
30.88867335650139 0.0
30.88867335650139 1.0
100.7908417892177 1.0
# in_botnet[5] #10
0.0 0.0
26.0 0.0
26.0 0.0
26.0 1.0
100.1076724773546 1.0
# in_botnet[5] #11
0.0 0.0
27.27057885867544 0.0
27.27057885867544 0.0
27.27057885867544 1.0
100.4534404573496 1.0
# in_botnet[5] #12
0.0 0.0
34.81469309539534 0.0
34.81469309539534 0.0
34.81469309539534 1.0
100.0000000000002 1.0
# in_botnet[5] #13
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.4984040246609 1.0
# in_botnet[5] #14
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.4309565429645 1.0
# in_botnet[5] #15
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.5638096313924 1.0
# in_botnet[5] #16
0.0 0.0
34.48584916605614 0.0
34.48584916605614 0.0
34.48584916605614 1.0
100.4858491660561 1.0
# in_botnet[5] #17
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.1863930353427 1.0
# in_botnet[5] #18
0.0 0.0
20.63172502839006 0.0
20.63172502839006 0.0
20.63172502839006 1.0
100.8620004467666 1.0
# in_botnet[5] #19
0.0 0.0
43.48220724845305 0.0
43.48220724845305 0.0
43.48220724845305 1.0
100.4290781945456 1.0
# in_botnet[5] #20
0.0 0.0
33.95788258709945 0.0
33.95788258709945 0.0
33.95788258709945 1.0
100.4462196463719 1.0
# in_botnet[5] #21
0.0 0.0
33.0 0.0
33.0 0.0
33.0 1.0
100.1544831155334 1.0
# in_botnet[5] #22
0.0 0.0
29.63038712297566 0.0
29.63038712297566 0.0
29.63038712297566 1.0
100.5114942707439 1.0
# in_botnet[5] #23
0.0 0.0
20.88946935697459 0.0
20.88946935697459 0.0
20.88946935697459 1.0
100.3055260114907 1.0
# in_botnet[5] #24
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.229473968735 1.0
# in_botnet[5] #25
0.0 0.0
27.65676056337543 0.0
27.65676056337543 0.0
27.65676056337543 1.0
100.4481468747836 1.0
# in_botnet[5] #26
0.0 0.0
33.34657629393041 0.0
33.34657629393041 0.0
