# total_attempts #1
25.0 22.0
25.0 22.0
25.6237083079759 22.0
25.6237083079759 23.0
25.6237083079759 23.0
26.0 23.0
26.0 24.0
26.0 24.0
26.6237083079759 24.0
26.6237083079759 25.0
26.6237083079759 25.0
26.8215423731599 25.0
26.8215423731599 26.0
26.8215423731599 26.0
27.6237083079759 26.0
27.6237083079759 27.0
27.6237083079759 27.0
# total_attempts #4
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.25324628106318 7.0
16.25324628106318 8.0
16.25324628106318 8.0
17.0 8.0
17.0 9.0
17.0 9.0
18.0 9.0
18.0 10.0
18.0 10.0
19.0 10.0
19.0 11.0
19.0 11.0
19.25324628106318 11.0
19.25324628106318 12.0
19.25324628106318 12.0
22.0 12.0
22.0 13.0
22.0 13.0
22.25324628106318 13.0
22.25324628106318 14.0
22.25324628106318 14.0
23.0 14.0
23.0 15.0
23.0 15.0
23.07134127942845 15.0
23.07134127942845 16.0
23.07134127942845 16.0
23.25324628106318 16.0
23.25324628106318 17.0
23.25324628106318 17.0
24.0 17.0
24.0 18.0
24.0 18.0
24.25324628106318 18.0
24.25324628106318 19.0
24.25324628106318 19.0
25.0 19.0
25.0 20.0
25.0 20.0
25.25324628106318 20.0
25.25324628106318 21.0
25.25324628106318 21.0
26.0 21.0
26.0 22.0
26.0 22.0
26.07134127942845 22.0
26.07134127942845 23.0
26.07134127942845 23.0
26.25324628106318 23.0
26.25324628106318 24.0
26.25324628106318 24.0
27.07134127942845 24.0
27.08215792969862 25.0
27.08215792969862 25.0
28.07134127942845 25.0
28.07134127942845 26.0
28.07134127942845 26.0
29.0 26.0
29.0 27.0
29.0 27.0
29.07134127942845 27.0
29.08215792969862 28.0
29.08215792969862 28.0
29.25324628106318 28.0
29.25324628106318 29.0
29.25324628106318 29.0
30.07134127942845 29.0
30.07134127942845 30.0
30.07134127942845 30.0
# total_attempts #5
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.40514202741906 7.0
16.40514202741906 8.0
16.40514202741906 8.0
17.0 8.0
17.0 9.0
17.0 9.0
18.0 9.0
18.0 10.0
18.0 10.0
19.0 10.0
19.0 11.0
19.0 11.0
19.40514202741906 11.0
19.40514202741906 12.0
19.40514202741906 12.0
20.40514202741906 12.0
20.40514202741906 13.0
20.40514202741906 13.0
21.40514202741906 13.0
21.40514202741906 14.0
21.40514202741906 14.0
22.0 14.0
22.0 15.0
22.0 15.0
22.40514202741906 15.0
22.40514202741906 16.0
22.40514202741906 16.0
23.14774976088665 16.0
23.14774976088665 17.0
23.14774976088665 17.0
23.40514202741906 17.0
23.40514202741906 18.0
23.40514202741906 18.0
24.14774976088665 18.0
24.14774976088665 19.0
24.14774976088665 19.0
25.0 19.0
25.0 20.0
25.0 20.0
26.40514202741906 20.0
26.40514202741906 21.0
26.40514202741906 21.0
27.14774976088665 21.0
27.15775616839519 22.0
27.15775616839519 22.0
28.0 22.0
28.0 23.0
28.0 23.0
28.15775616839519 23.0
28.15775616839519 24.0
28.15775616839519 24.0
29.15775616839519 24.0
29.15775616839519 25.0
29.15775616839519 25.0
29.40514202741906 25.0
29.40514202741906 26.0
29.40514202741906 26.0
30.14774976088665 26.0
30.15775616839519 28.0
30.15775616839519 28.0
30.40514202741906 28.0
30.40514202741906 29.0
30.40514202741906 29.0
31.0 29.0
31.0 30.0
31.0 30.0
31.14774976088665 30.0
31.15775616839519 32.0
31.15775616839519 32.0
31.40514202741906 32.0
31.40514202741906 33.0
31.40514202741906 33.0
32.14774976088665 33.0
32.15775616839519 35.0
32.15775616839519 35.0
32.40514202741906 35.0
32.40514202741906 36.0
32.40514202741906 36.0
33.14774976088665 36.0
33.14774976088665 37.0
33.14774976088665 37.0
34.0 37.0
34.0 38.0
34.0 38.0
35.15775616839519 38.0
35.15775616839519 39.0
35.15775616839519 39.0
35.40514202741906 39.0
35.40514202741906 40.0
35.40514202741906 40.0
36.14774976088665 40.0
36.14774976088665 41.0
36.14774976088665 41.0
37.0 41.0
37.0 42.0
37.0 42.0
37.10124130772834 42.0
37.10124130772834 43.0
37.10124130772834 43.0
38.15775616839519 43.0
38.15775616839519 44.0
38.15775616839519 44.0
38.40514202741906 44.0
38.40514202741906 45.0
38.40514202741906 45.0
39.14774976088665 45.0
39.14774976088665 46.0
39.14774976088665 46.0
40.0 46.0
40.0 47.0
40.0 47.0
40.10124130772834 47.0
40.10124130772834 48.0
40.10124130772834 48.0
41.10124130772834 48.0
41.10124130772834 49.0
41.10124130772834 49.0
41.15775616839519 49.0
41.15775616839519 50.0
41.15775616839519 50.0
41.40514202741906 50.0
41.40514202741906 51.0
41.40514202741906 51.0
42.10124130772834 51.0
42.10124130772834 52.0
42.10124130772834 52.0
42.14774976088665 52.0
42.14774976088665 53.0
42.14774976088665 53.0
43.0 53.0
43.0 54.0
43.0 54.0
43.10124130772834 54.0
43.10124130772834 55.0
43.10124130772834 55.0
44.10124130772834 55.0
44.10124130772834 56.0
44.10124130772834 56.0
# total_attempts #6
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.09449633629993 7.0
16.09449633629993 8.0
16.09449633629993 8.0
17.0 8.0
17.0 9.0
17.0 9.0
17.09449633629993 9.0
17.09449633629993 10.0
17.09449633629993 10.0
18.0 10.0
18.0 11.0
18.0 11.0
18.09449633629993 11.0
18.09449633629993 12.0
18.09449633629993 12.0
19.0 12.0
19.0 13.0
19.0 13.0
19.09449633629993 13.0
19.09449633629993 14.0
19.09449633629993 14.0
20.09449633629993 14.0
20.09449633629993 15.0
20.09449633629993 15.0
22.0 15.0
22.0 16.0
22.0 16.0
23.0 16.0
23.0 17.0
23.0 17.0
23.09449633629993 17.0
23.09449633629993 18.0
23.09449633629993 18.0
23.81542356210952 18.0
23.81542356210952 19.0
23.81542356210952 19.0
24.0 19.0
24.0 20.0
24.0 20.0
24.81542356210952 20.0
24.81542356210952 21.0
24.81542356210952 21.0
25.0 21.0
25.0 22.0
25.0 22.0
25.81542356210952 22.0
25.81542356210952 23.0
25.81542356210952 23.0
26.0 23.0
26.0 24.0
26.0 24.0
26.09449633629993 24.0
26.09449633629993 25.0
26.09449633629993 25.0
26.81542356210952 25.0
26.81542356210952 26.0
26.81542356210952 26.0
29.0 26.0
29.0 27.0
29.0 27.0
29.09449633629993 27.0
29.09449633629993 28.0
29.09449633629993 28.0
29.81542356210952 28.0
29.81542356210952 29.0
29.81542356210952 29.0
30.16679045860656 29.0
30.16679045860656 30.0
30.16679045860656 30.0
30.81542356210952 30.0
30.81542356210952 31.0
30.81542356210952 31.0
31.81542356210952 31.0
31.81542356210952 32.0
31.81542356210952 32.0
32.0 32.0
32.0 33.0
32.0 33.0
32.09449633629993 33.0
32.09449633629993 34.0
32.09449633629993 34.0
32.81542356210952 34.0
32.81542356210952 35.0
32.81542356210952 35.0
33.0 35.0
33.0 36.0
33.0 36.0
33.16679045860656 36.0
33.16679045860656 37.0
33.16679045860656 37.0
33.81542356210952 37.0
33.81542356210952 38.0
33.81542356210952 38.0
# total_attempts #7
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.56519209826365 7.0
16.56519209826365 8.0
16.56519209826365 8.0
17.0 8.0
17.0 9.0
17.0 9.0
17.56519209826365 9.0
17.56519209826365 10.0
17.56519209826365 10.0
18.0 10.0
18.0 11.0
18.0 11.0
18.56519209826365 11.0
18.56519209826365 12.0
18.56519209826365 12.0
19.0 12.0
19.0 13.0
19.0 13.0
19.56519209826365 13.0
19.56519209826365 14.0
19.56519209826365 14.0
20.56519209826365 14.0
20.56519209826365 15.0
20.56519209826365 15.0
22.0 15.0
22.0 16.0
22.0 16.0
23.0 16.0
23.0 17.0
23.0 17.0
23.56519209826365 17.0
23.56519209826365 18.0
23.56519209826365 18.0
23.60654654968059 18.0
23.60654654968059 19.0
23.60654654968059 19.0
24.0 19.0
24.0 20.0
24.0 20.0
24.60654654968059 20.0
24.60654654968059 21.0
24.60654654968059 21.0
25.0 21.0
25.0 22.0
25.0 22.0
25.60654654968059 22.0
25.60654654968059 23.0
25.60654654968059 23.0
26.0 23.0
26.0 24.0
26.0 24.0
26.56519209826365 24.0
26.56519209826365 25.0
26.56519209826365 25.0
26.60654654968059 25.0
26.60654654968059 26.0
26.60654654968059 26.0
29.0 26.0
29.0 27.0
29.0 27.0
29.56519209826365 27.0
29.56519209826365 28.0
29.56519209826365 28.0
29.60654654968059 28.0
29.60654654968059 29.0
29.60654654968059 29.0
30.51749216974713 29.0
30.51749216974713 30.0
30.51749216974713 30.0
32.0 30.0
32.0 31.0
32.0 31.0
32.56519209826365 31.0
32.56519209826365 32.0
32.56519209826365 32.0
32.60654654968059 32.0
32.60654654968059 33.0
32.60654654968059 33.0
33.51749216974713 33.0
33.51749216974713 34.0
33.51749216974713 34.0
35.0 34.0
35.0 35.0
35.0 35.0
35.56519209826365 35.0
35.56519209826365 36.0
35.56519209826365 36.0
35.60654654968059 36.0
35.60654654968059 37.0
35.60654654968059 37.0
36.51749216974713 37.0
36.51749216974713 38.0
36.51749216974713 38.0
38.0 38.0
38.0 39.0
38.0 39.0
38.56519209826365 39.0
38.56519209826365 40.0
38.56519209826365 40.0
38.60654654968059 40.0
38.60654654968059 41.0
38.60654654968059 41.0
39.51749216974713 41.0
39.51749216974713 42.0
39.51749216974713 42.0
41.0 42.0
41.0 43.0
41.0 43.0
41.56519209826365 43.0
41.56519209826365 44.0
41.56519209826365 44.0
41.60654654968059 44.0
41.60654654968059 45.0
41.60654654968059 45.0
42.51749216974713 45.0
42.51749216974713 46.0
42.51749216974713 46.0
44.0 46.0
44.0 47.0
44.0 47.0
44.56519209826365 47.0
44.56519209826365 48.0
44.56519209826365 48.0
44.60654654968059 48.0
44.60654654968059 49.0
44.60654654968059 49.0
45.51749216974713 49.0
45.51749216974713 50.0
45.51749216974713 50.0
47.0 50.0
47.0 51.0
47.0 51.0
47.56519209826365 51.0
47.56519209826365 52.0
47.56519209826365 52.0
47.60654654968059 52.0
47.60654654968059 53.0
47.60654654968059 53.0
48.51749216974713 53.0
48.51749216974713 54.0
48.51749216974713 54.0
48.60654654968059 54.0
48.60654654968059 55.0
48.60654654968059 55.0
49.51749216974713 55.0
49.51749216974713 56.0
49.51749216974713 56.0
49.60654654968059 56.0
49.60654654968059 57.0
49.60654654968059 57.0
50.0 57.0
50.0 58.0
50.0 58.0
50.51749216974713 58.0
50.51749216974713 59.0
50.51749216974713 59.0
50.56519209826365 59.0
50.56519209826365 60.0
50.56519209826365 60.0
50.60654654968059 60.0
50.60654654968059 61.0
50.60654654968059 61.0
51.51749216974713 61.0
51.51749216974713 62.0
51.51749216974713 62.0
51.60654654968059 62.0
51.60654654968059 63.0
51.60654654968059 63.0
# total_attempts #8
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.19713230454363 7.0
16.19713230454363 8.0
16.19713230454363 8.0
17.0 8.0
17.0 9.0
17.0 9.0
17.19713230454363 9.0
17.19713230454363 10.0
17.19713230454363 10.0
18.0 10.0
18.0 11.0
18.0 11.0
18.19713230454363 11.0
18.19713230454363 12.0
18.19713230454363 12.0
19.0 12.0
19.0 13.0
19.0 13.0
19.19713230454363 13.0
19.19713230454363 14.0
19.19713230454363 14.0
20.19713230454363 14.0
20.19713230454363 15.0
20.19713230454363 15.0
22.0 15.0
22.0 16.0
22.0 16.0
23.1337240904104 16.0
23.1337240904104 17.0
23.1337240904104 17.0
23.19713230454363 17.0
23.19713230454363 18.0
23.19713230454363 18.0
24.19713230454363 18.0
24.19713230454363 19.0
24.19713230454363 19.0
24.54644793714397 19.0
24.54644793714397 20.0
24.54644793714397 20.0
25.0 20.0
25.0 21.0
25.0 21.0
25.19713230454363 21.0
25.19713230454363 22.0
25.19713230454363 22.0
26.1337240904104 22.0
26.1337240904104 23.0
26.1337240904104 23.0
26.19713230454363 23.0
26.19713230454363 24.0
26.19713230454363 24.0
27.1337240904104 24.0
27.1337240904104 25.0
27.1337240904104 25.0
27.19713230454363 25.0
27.19713230454363 26.0
27.19713230454363 26.0
27.54644793714397 26.0
27.54644793714397 27.0
27.54644793714397 27.0
28.0 27.0
28.0 28.0
28.0 28.0
28.1337240904104 28.0
28.1337240904104 29.0
28.1337240904104 29.0
29.1337240904104 29.0
29.1337240904104 30.0
29.1337240904104 30.0
30.1337240904104 30.0
30.1337240904104 31.0
30.1337240904104 31.0
# total_attempts #9
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.96762339770794 6.0
16.96762339770794 7.0
16.96762339770794 7.0
17.96762339770794 7.0
17.96762339770794 8.0
17.96762339770794 8.0
18.0 8.0
18.0 9.0
18.0 9.0
18.96762339770794 9.0
18.96762339770794 10.0
18.96762339770794 10.0
19.0 10.0
19.0 11.0
19.0 11.0
19.96762339770794 11.0
19.96762339770794 12.0
19.96762339770794 12.0
20.0 12.0
20.0 13.0
20.0 13.0
20.96762339770794 13.0
20.96762339770794 14.0
20.96762339770794 14.0
21.0 14.0
21.0 15.0
21.0 15.0
22.0 15.0
22.0 16.0
22.0 16.0
23.96762339770794 16.0
23.96762339770794 17.0
23.96762339770794 17.0
25.0 17.0
25.0 18.0
25.0 18.0
25.28237363920653 18.0
25.28237363920653 19.0
25.28237363920653 19.0
26.0 19.0
26.0 20.0
26.0 20.0
26.28237363920653 20.0
26.28237363920653 21.0
26.28237363920653 21.0
26.96762339770794 21.0
26.96762339770794 22.0
26.96762339770794 22.0
27.0 22.0
27.0 23.0
27.0 23.0
27.28237363920653 23.0
27.28237363920653 24.0
27.28237363920653 24.0
28.0 24.0
28.0 25.0
28.0 25.0
28.28237363920653 25.0
28.28237363920653 26.0
28.28237363920653 26.0
29.0 26.0
29.0 27.0
29.0 27.0
29.28237363920653 27.0
29.28237363920653 28.0
29.28237363920653 28.0
29.96762339770794 28.0
29.96762339770794 29.0
29.96762339770794 29.0
30.96762339770794 29.0
30.96762339770794 30.0
30.96762339770794 30.0
31.96762339770794 30.0
31.96762339770794 31.0
31.96762339770794 31.0
32.0 31.0
32.0 32.0
32.0 32.0
32.28237363920653 32.0
32.28237363920653 33.0
32.28237363920653 33.0
32.96762339770794 33.0
32.96762339770794 34.0
32.96762339770794 34.0
33.73490139353089 34.0
33.73490139353089 35.0
33.73490139353089 35.0
33.96762339770794 35.0
33.96762339770794 36.0
33.96762339770794 36.0
# total_attempts #10
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.04065966792405 7.0
16.04065966792405 8.0
16.04065966792405 8.0
17.0 8.0
17.0 9.0
17.0 9.0
17.04065966792405 9.0
17.04065966792405 10.0
17.04065966792405 10.0
18.0 10.0
18.0 11.0
18.0 11.0
18.04065966792405 11.0
18.04065966792405 12.0
18.04065966792405 12.0
19.0 12.0
19.0 13.0
19.0 13.0
19.04065966792405 13.0
19.04065966792405 14.0
19.04065966792405 14.0
20.04065966792405 14.0
20.04065966792405 15.0
20.04065966792405 15.0
22.0 15.0
22.0 16.0
22.0 16.0
23.0 16.0
23.0 17.0
23.0 17.0
23.04065966792405 17.0
23.04065966792405 18.0
23.04065966792405 18.0
23.98505358673316 18.0
24.0 20.0
24.0 20.0
24.98505358673316 20.0
25.0 22.0
25.0 22.0
25.98505358673316 22.0
26.0 24.0
26.0 24.0
26.04065966792405 24.0
26.04065966792405 25.0
26.04065966792405 25.0
26.98505358673316 25.0
26.98505358673316 26.0
26.98505358673316 26.0
27.98505358673316 26.0
27.98505358673316 27.0
27.98505358673316 27.0
# total_attempts #11
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.69999616662972 7.0
16.69999616662972 8.0
16.69999616662972 8.0
17.0 8.0
17.0 9.0
17.0 9.0
17.69999616662972 9.0
17.69999616662972 10.0
17.69999616662972 10.0
18.0 10.0
18.0 11.0
18.0 11.0
18.69999616662972 11.0
18.69999616662972 12.0
18.69999616662972 12.0
19.0 12.0
19.0 13.0
19.0 13.0
19.69999616662972 13.0
19.69999616662972 14.0
19.69999616662972 14.0
22.0 14.0
22.0 15.0
22.0 15.0
22.69999616662972 15.0
22.69999616662972 16.0
22.69999616662972 16.0
23.0 16.0
23.0 17.0
23.0 17.0
23.53880700701848 17.0
23.53880700701848 18.0
23.53880700701848 18.0
23.69999616662972 18.0
23.69999616662972 19.0
23.69999616662972 19.0
24.0 19.0
24.0 20.0
24.0 20.0
24.69999616662972 20.0
24.69999616662972 21.0
24.69999616662972 21.0
25.0 21.0
25.0 22.0
25.0 22.0
25.69999616662972 22.0
25.69999616662972 23.0
25.69999616662972 23.0
26.0 23.0
26.0 24.0
26.0 24.0
26.53880700701848 24.0
26.53880700701848 25.0
26.53880700701848 25.0
26.69999616662972 25.0
26.69999616662972 26.0
26.69999616662972 26.0
29.0 26.0
29.0 27.0
29.0 27.0
29.53880700701848 27.0
29.55662321858108 28.0
29.55662321858108 28.0
29.69999616662972 28.0
29.69999616662972 29.0
29.69999616662972 29.0
30.53880700701848 29.0
30.55662321858108 31.0
30.55662321858108 31.0
31.53880700701848 31.0
31.55662321858108 33.0
31.55662321858108 33.0
32.0 33.0
32.0 34.0
32.0 34.0
32.53880700701848 34.0
32.55662321858108 36.0
32.55662321858108 36.0
32.69999616662972 36.0
32.69999616662972 37.0
32.69999616662972 37.0
33.53880700701848 37.0
33.53880700701848 38.0
33.53880700701848 38.0
# total_attempts #12
0.0 0.0
8.0 0.0
8.0 1.0
8.0 1.0
9.0 1.0
9.0 2.0
9.0 2.0
10.0 2.0
10.0 3.0
10.0 3.0
11.0 3.0
11.0 4.0
11.0 4.0
12.0 4.0
12.0 5.0
12.0 5.0
15.0 5.0
15.0 6.0
15.0 6.0
16.0 6.0
16.0 7.0
16.0 7.0
16.05094236880541 7.0
16.05094236880541 8.0
16.05094236880541 8.0
17.0 8.0
17.0 9.0
17.0 9.0
17.05094236880541 9.0
17.05094236880541 10.0
17.05094236880541 10.0
18.0 10.0
18.0 11.0
18.0 11.0
18.05094236880541 11.0
18.05094236880541 12.0
18.05094236880541 12.0
19.0 12.0
19.0 13.0
19.0 13.0
19.05094236880541 13.0
19.05094236880541 14.0
19.05094236880541 14.0
22.0 14.0
22.0 15.0
22.0 15.0
22.05094236880541 15.0
22.05094236880541 16.0
22.05094236880541 16.0
23.0 16.0
23.0 17.0
23.0 17.0
23.51830219570547 17.0
23.51830219570547 18.0
23.51830219570547 18.0
24.0 18.0
24.0 19.0
24.0 19.0
24.51830219570547 19.0
24.51830219570547 20.0
24.51830219570547 20.0
25.0 20.0
25.0 21.0
25.0 21.0
25.05094236880541 21.0
25.05094236880541 22.0
25.05094236880541 22.0
25.51830219570547 22.0
25.51830219570547 23.0
25.51830219570547 23.0
26.0 23.0
26.0 24.0
26.0 24.0
26.51830219570547 24.0
26.51830219570547 25.0
26.51830219570547 25.0
27.51830219570547 25.0
27.5378584923045 26.0
27.5378584923045 26.0
28.05094236880541 26.0
28.05094236880541 27.0
28.05094236880541 27.0
29.0 27.0
29.0 28.0
29.0 28.0
30.51830219570547 28.0
30.5378584923045 30.0
30.5378584923045 30.0
31.05094236880541 30.0
31.05094236880541 31.0
31.05094236880541 31.0
32.0 31.0
32.0 32.0
32.0 32.0
33.0 32.0
33.0 33.0
33.0 33.0
33.51830219570547 33.0
33.5378584923045 35.0
33.5378584923045 35.0
34.0 35.0
34.0 36.0
34.0 36.0
34.05094236880541 36.0
34.05094236880541 37.0
34.05094236880541 37.0
34.5378584923045 37.0
34.5378584923045 38.0
34.5378584923045 38.0
35.0 38.0
35.0 39.0
35.0 39.0
35.5378584923045 39.0
35.5378584923045 40.0
35.5378584923045 40.0
36.0 40.0
36.0 41.0
36.0 41.0
