# in_botnet[2] #1
0.0 0.0
22.0 0.0
22.0 0.0
22.0 1.0
100.9107226943597 1.0
# in_botnet[2] #2
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.1209510740805 1.0
# in_botnet[2] #3
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.2309671083931 1.0
# in_botnet[2] #4
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.7358091613278 1.0
# in_botnet[2] #5
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.6241616150363 1.0
# in_botnet[2] #6
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.2996934754562 1.0
# in_botnet[2] #7
0.0 0.0
26.0 0.0
26.0 0.0
26.0 1.0
100.0000000000002 1.0
# in_botnet[2] #8
0.0 0.0
35.0 0.0
35.0 0.0
35.0 1.0
100.0341620505787 1.0
# in_botnet[2] #9
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.7908417892177 1.0
# in_botnet[2] #10
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.1076724773546 1.0
# in_botnet[2] #11
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.4534404573496 1.0
# in_botnet[2] #12
0.0 0.0
20.45417008316144 0.0
20.45417008316144 0.0
20.45417008316144 1.0
100.0000000000002 1.0
# in_botnet[2] #13
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.4984040246609 1.0
# in_botnet[2] #14
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.4309565429645 1.0
# in_botnet[2] #15
0.0 0.0
20.33811066299677 0.0
20.33811066299677 0.0
20.33811066299677 1.0
100.5638096313924 1.0
# in_botnet[2] #16
0.0 0.0
27.48584916605614 0.0
27.48584916605614 0.0
27.48584916605614 1.0
100.4858491660561 1.0
# in_botnet[2] #17
0.0 0.0
29.0 0.0
29.0 0.0
29.0 1.0
100.1863930353427 1.0
# in_botnet[2] #18
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.8620004467666 1.0
# in_botnet[2] #19
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.4290781945456 1.0
# in_botnet[2] #20
0.0 0.0
26.4462196463719 0.0
26.4462196463719 0.0
26.4462196463719 1.0
100.4462196463719 1.0
# in_botnet[2] #21
0.0 0.0
26.0 0.0
26.0 0.0
26.0 1.0
100.1544831155334 1.0
# in_botnet[2] #22
0.0 0.0
19.0 0.0
19.0 0.0
19.0 1.0
100.5114942707439 1.0
# in_botnet[2] #23
0.0 0.0
12.0 0.0
12.0 0.0
12.0 1.0
100.3055260114907 1.0
# in_botnet[2] #24
0.0 0.0
29.0 0.0
29.0 0.0
29.0 1.0
100.229473968735 1.0
# in_botnet[2] #25
0.0 0.0
12.0 0.0
12.0 0.0
