# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
0,0
0,0
8,18
8,18
16,34
16,34
24,52
32.15081913908944,76
40.15081913908944,106
40.15081913908944,106
48.15081913908944,140
56.15081913908944,172
64.15081913908944,206
72.15081913908944,236
80.24829585924593,274
89,324
89,324
97.24829585924593,378
106,428
106,428
114.2482958592459,488
123,556
123,556
131.2482958592459,634
139.9776815135691,710
139.9776815135691,710
148.2482958592459,806
156.9776815135691,898
165.2482958592459,1000
165.2482958592459,1000
173.9776815135691,1120
182.3669328353766,1250
182.3669328353766,1250
191.1508191390894,1394
199.8572214462235,1518
199.8572214462235,1518
208.3669328353761,1662
217.1508191390887,1820
225.857221446223,1976
234.3669328353756,2156
243.1508191390882,2340
251.8572214462223,2534
260.5753822302099,2744
269.3337757635559,2956
278.1054916403206,3168
286.8572214462239,3386
295.5753822302114,3618
304.3337757635569,3868
313.105491640321,4130
321.8572214462239,4396
330.5753822302113,4664
330.5753822302113,4664
339.3337757635566,4938
348.1054916403205,5226
356.8828383665412,5522
365.5753822302109,5826
374.3337757635564,6152
383.1054916403206,6470
391.8828383665412,6784
400.5753822302109,7116
409.3337757635564,7456
418.1054916403205,7818
426.8828383665412,8168
435.5753822302109,8544
444.3337757635564,8926
453.1054916403205,9318
461.8828383665414,9710
470.5753822302116,10112
479.3337757635576,10536
488.1054916403222,10958
496.8828383665434,11382
505.5753822302136,11822
514.3337757635595,12286
523.1054916403236,12744
531.8828383665443,13218
540.6118447454013,13712
549.3811198852031,14232
558.1513315420715,14752
566.9398189591232,15246
575.611844745401,15762
584.3811198852029,16306
593.1513315420717,16836
601.9398189591242,17392
610.6325656302475,17948
619.3811198852038,18528
628.1513315420721,19114
636.9398189591233,19702
645.6325656302465,20296
654.3811198852029,20922
663.1513315420714,21546
671.939818959123,22178
680.6325656302463,22794
689.3811198852028,23448
698.151331542071,24088
706.9315975798726,24722
706.9315975798726,24722
715.6325656302461,25388
724.3811198852026,26056
733.1513315420706,26744
733.1513315420706,26744
741.9315975798711,27418
750.7062608291885,28116
750.7062608291885,28116
759.3811198851989,28826
768.1513315420664,29552
776.9315975798668,30288
785.706260829184,31030
794.3811198851946,31788
803.1513315420621,32550
811.9315975798626,33286
820.7062608291802,34058
829.3811198851919,34808
838.1513315420602,35560
846.9315975798617,36286
855.70626082918,37036
864.3811198851914,37814
873.1513315420596,38586
881.9055759542538,39364
890.6325656302345,40150
899.381119885191,40930
908.1513315420594,41740
908.1513315420594,41740
916.9055759542538,42494
916.9055759542538,42494
925.6325656302345,43302
934.4095208260338,44100
943.1513315420594,44920
951.9055759542532,45724
960.632565630233,46548
969.4095208260312,47400
